Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
Anorexia/Bulima,SCZ,3,718,0.688,0.387,0.29697,1.748,-0.525,0.611,0.172,0.5291,Male,0.301
Anorexia/Bulima,SCZ-Relative,3,66,0.688,0.405,0.59174,1.51,-0.849,0.331,0.104,0.7913,Male,0.283
Anorexia/Bulima,SMC,3,44,0.688,0.508,0.77032,1.383,-1.022,0.181,0.051,0.9132,Male,0.179
Anorexia/Bulima,SPECIFIC PHOBIA,3,55,0.688,0.445,0.64654,1.453,-0.924,0.265,0.079,0.8192,Male,0.243
Anorexia/Bulima,Subacute Pain,3,30,0.688,0.399,0.45955,1.698,-0.783,0.458,0.146,0.7006,Male,0.289
Anxiety/Phobia,ASD,589,1628,0.54,0.467,0.0002,0.278,0.089,0.183,0.055,0.0019,Male,0.073
Anxiety/Phobia,Attention & Learning difficulty,589,227,0.54,0.239,0.0002,0.844,0.53,0.687,0.198,0.0019,Male,0.301
Anxiety/Phobia,BD,589,97,0.54,0.493,0.40776,0.305,-0.126,0.089,0.026,0.6449,Male,0.047
Anxiety/Phobia,BIPOLAR/PSYCH-RELATIVE,589,27,0.54,0.416,0.05,0.781,0.006,0.394,0.115,0.151,Male,0.124
Anxiety/Phobia,Chronic Pain,589,59,0.54,0.363,0.0022,0.692,0.154,0.423,0.123,0.0135,Male,0.176
Anxiety/Phobia,DEMENTIA - LBD,589,26,0.54,0.394,0.0252,0.848,0.059,0.454,0.132,0.0915,Male,0.146
Anxiety/Phobia,EMCI,589,170,0.54,0.528,0.72813,0.202,-0.14,0.031,0.009,0.8863,Male,0.011
Anxiety/Phobia,LMCI,589,341,0.54,0.435,0.0012,0.359,0.092,0.225,0.066,0.0085,Male,0.105
Anxiety/Phobia,MCI,589,197,0.54,0.47,0.0072,0.387,0.063,0.225,0.067,0.0328,Male,0.069
Anxiety/Phobia,MCI-Risk,589,0,0.54,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
Anxiety/Phobia,MDD,589,1789,0.54,0.519,0.63034,0.116,-0.071,0.023,0.007,0.811,Male,0.021
Anxiety/Phobia,ND,589,74,0.54,0.315,0.0002,0.782,0.294,0.538,0.159,0.0019,Male,0.225
Anxiety/Phobia,OCD,589,84,0.54,0.412,0.0038,0.562,0.102,0.332,0.095,0.0205,Male,0.127
Anxiety/Phobia,Other,589,39,0.54,0.579,0.81372,0.28,-0.37,-0.045,-0.013,0.9436,Male,-0.039
Anxiety/Phobia,OTHER,589,43,0.54,0.401,0.0426,0.629,0.007,0.318,0.093,0.1338,Male,0.139
Anxiety/Phobia,Other Psychiatric,589,142,0.54,0.313,0.0002,0.648,0.278,0.463,0.135,0.0019,Male,0.227
Anxiety/Phobia,PD,589,136,0.54,0.599,0.0232,-0.027,-0.401,-0.214,-0.061,0.0877,Male,-0.06
Anxiety/Phobia,SAD,589,155,0.54,0.489,0.08179,0.334,-0.021,0.156,0.046,0.2147,Male,0.051
Anxiety/Phobia,Schizoaffective Disorder,589,56,0.54,0.351,0.0014,0.711,0.16,0.436,0.126,0.0096,Male,0.189
Anxiety/Phobia,Schizoaffective Disorder - Relative,589,25,0.54,0.425,0.0096,0.941,0.137,0.539,0.157,0.0406,Male,0.115
Anxiety/Phobia,SCZ,589,718,0.54,0.387,0.0002,0.533,0.313,0.423,0.121,0.0019,Male,0.153
Anxiety/Phobia,SCZ-Relative,589,66,0.54,0.405,0.16338,0.434,-0.076,0.179,0.053,0.3555,Male,0.135
Anxiety/Phobia,SMC,589,44,0.54,0.508,0.9857,0.308,-0.306,0.001,0,1,Male,0.031
Anxiety/Phobia,SPECIFIC PHOBIA,589,55,0.54,0.445,0.49695,0.374,-0.18,0.097,0.028,0.7336,Male,0.095
Anxiety/Phobia,Subacute Pain,589,30,0.54,0.399,0.08879,0.692,-0.044,0.324,0.095,0.2256,Male,0.141
ASD,Attention & Learning difficulty,1628,227,0.467,0.239,0.0002,0.616,0.336,0.476,0.143,0.0019,Male,0.228
ASD,BD,1628,97,0.467,0.493,0.35496,0.108,-0.302,-0.097,-0.029,0.5874,Male,-0.026
ASD,BIPOLAR/PSYCH-RELATIVE,1628,27,0.467,0.416,0.30797,0.578,-0.184,0.197,0.06,0.5399,Male,0.051
ASD,Chronic Pain,1628,59,0.467,0.363,0.09259,0.485,-0.035,0.225,0.068,0.2315,Male,0.104
ASD,DEMENTIA - LBD,1628,26,0.467,0.394,0.19778,0.643,-0.132,0.255,0.077,0.3999,Male,0.073
ASD,EMCI,1628,170,0.467,0.528,0.05879,0.006,-0.31,-0.152,-0.046,0.1688,Male,-0.061
ASD,LMCI,1628,341,0.467,0.435,0.53775,0.154,-0.08,0.037,0.011,0.7509,Male,0.032
ASD,MCI,1628,197,0.467,0.47,0.63134,0.186,-0.11,0.038,0.012,0.811,Male,-0.003
ASD,MCI-Risk,1628,0,0.467,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
ASD,MDD,1628,1789,0.467,0.519,0.0002,-0.096,-0.231,-0.164,-0.048,0.0019,Male,-0.052
ASD,ND,1628,74,0.467,0.315,0.004,0.575,0.108,0.342,0.104,0.0211,Male,0.152
ASD,OCD,1628,84,0.467,0.412,0.22158,0.353,-0.086,0.134,0.04,0.4366,Male,0.055
ASD,Other,1628,39,0.467,0.579,0.16858,0.093,-0.543,-0.225,-0.068,0.3646,Male,-0.112
ASD,OTHER,1628,43,0.467,0.401,0.39956,0.43,-0.176,0.127,0.038,0.6385,Male,0.066
ASD,Other Psychiatric,1628,142,0.467,0.313,0.0036,0.436,0.092,0.264,0.08,0.0202,Male,0.154
ASD,PD,1628,136,0.467,0.599,0.0004,-0.212,-0.563,-0.387,-0.116,0.0034,Male,-0.132
ASD,SAD,1628,155,0.467,0.489,0.71633,0.135,-0.195,-0.03,-0.009,0.8766,Male,-0.022
ASD,Schizoaffective Disorder,1628,56,0.467,0.351,0.07919,0.503,-0.03,0.237,0.071,0.2129,Male,0.116
ASD,Schizoaffective Disorder - Relative,1628,25,0.467,0.425,0.09419,0.733,-0.058,0.337,0.102,0.2342,Male,0.042
ASD,SCZ,1628,718,0.467,0.387,0.0002,0.31,0.134,0.222,0.066,0.0019,Male,0.08
ASD,SCZ-Relative,1628,66,0.467,0.405,0.9509,0.239,-0.254,-0.008,-0.002,1,Male,0.062
ASD,SMC,1628,44,0.467,0.508,0.24038,0.119,-0.481,-0.181,-0.055,0.4657,Male,-0.041
ASD,SPECIFIC PHOBIA,1628,55,0.467,0.445,0.49595,0.181,-0.357,-0.088,-0.027,0.7336,Male,0.022
ASD,Subacute Pain,1628,30,0.467,0.399,0.46955,0.492,-0.23,0.131,0.04,0.7089,Male,0.068
Attention & Learning difficulty,BD,227,97,0.239,0.493,0.0002,-0.384,-0.871,-0.627,-0.172,0.0019,Male,-0.254
Attention & Learning difficulty,BIPOLAR/PSYCH-RELATIVE,227,27,0.239,0.416,0.14759,0.104,-0.699,-0.297,-0.083,0.3364,Male,-0.176
Attention & Learning difficulty,Chronic Pain,227,59,0.239,0.363,0.06499,0.022,-0.555,-0.267,-0.075,0.1832,Male,-0.124
Attention & Learning difficulty,DEMENTIA - LBD,227,26,0.239,0.394,0.27797,0.175,-0.642,-0.233,-0.065,0.5111,Male,-0.155
Attention & Learning difficulty,EMCI,227,170,0.239,0.528,0.0002,-0.456,-0.865,-0.66,-0.189,0.0019,Male,-0.289
Attention & Learning difficulty,LMCI,227,341,0.239,0.435,0.0002,-0.285,-0.626,-0.455,-0.132,0.0019,Male,-0.196
Attention & Learning difficulty,MCI,227,197,0.239,0.47,0.0002,-0.254,-0.641,-0.447,-0.131,0.0019,Male,-0.231
Attention & Learning difficulty,MCI-Risk,227,0,0.239,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
Attention & Learning difficulty,MDD,227,1789,0.239,0.519,0.0002,-0.524,-0.804,-0.664,-0.191,0.0019,Male,-0.28
Attention & Learning difficulty,ND,227,74,0.239,0.315,0.31077,0.129,-0.398,-0.134,-0.039,0.5399,Male,-0.076
Attention & Learning difficulty,OCD,227,84,0.239,0.412,0.0046,-0.124,-0.631,-0.378,-0.102,0.0232,Male,-0.173
Attention & Learning difficulty,Other,227,39,0.239,0.579,0.0004,-0.404,-1.098,-0.751,-0.211,0.0034,Male,-0.34
Attention & Learning difficulty,OTHER,227,43,0.239,0.401,0.036,-0.035,-0.692,-0.364,-0.104,0.1179,Male,-0.162
Attention & Learning difficulty,Other Psychiatric,227,142,0.239,0.313,0.0436,-0.011,-0.433,-0.222,-0.063,0.1361,Male,-0.074
Attention & Learning difficulty,PD,227,136,0.239,0.599,0.0002,-0.729,-1.177,-0.953,-0.259,0.0019,Male,-0.36
Attention & Learning difficulty,SAD,227,155,0.239,0.489,0.0002,-0.321,-0.737,-0.529,-0.152,0.0019,Male,-0.25
Attention & Learning difficulty,Schizoaffective Disorder,227,56,0.239,0.351,0.09219,0.039,-0.55,-0.256,-0.071,0.2315,Male,-0.111
Attention & Learning difficulty,Schizoaffective Disorder - Relative,227,25,0.239,0.425,0.47715,0.27,-0.561,-0.146,-0.041,0.718,Male,-0.186
Attention & Learning difficulty,SCZ,227,718,0.239,0.387,0.0012,-0.125,-0.425,-0.275,-0.077,0.0085,Male,-0.148
Attention & Learning difficulty,SCZ-Relative,227,66,0.239,0.405,0.0014,-0.229,-0.785,-0.507,-0.145,0.0096,Male,-0.166
Attention & Learning difficulty,SMC,227,44,0.239,0.508,0.0004,-0.379,-1.038,-0.709,-0.197,0.0034,Male,-0.269
Attention & Learning difficulty,SPECIFIC PHOBIA,227,55,0.239,0.445,0.0002,-0.3,-0.9,-0.6,-0.169,0.0019,Male,-0.205
Attention & Learning difficulty,Subacute Pain,227,30,0.239,0.399,0.07099,0.019,-0.748,-0.364,-0.103,0.1964,Male,-0.16
BD,BIPOLAR/PSYCH-RELATIVE,97,27,0.493,0.416,0.13239,0.763,-0.103,0.33,0.089,0.3109,Male,0.077
BD,Chronic Pain,97,59,0.493,0.363,0.035,0.686,0.029,0.358,0.097,0.1154,Male,0.13
BD,DEMENTIA - LBD,97,26,0.493,0.394,0.08219,0.833,-0.047,0.393,0.106,0.2147,Male,0.099
BD,EMCI,97,170,0.493,0.528,0.65833,0.192,-0.31,-0.059,-0.017,0.8247,Male,-0.036
BD,LMCI,97,341,0.493,0.435,0.22678,0.366,-0.087,0.139,0.04,0.4424,Male,0.058
BD,MCI,97,197,0.493,0.47,0.26497,0.383,-0.106,0.138,0.041,0.5009,Male,0.022
BD,MCI-Risk,97,0,0.493,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
BD,MDD,97,1789,0.493,0.519,0.51995,0.138,-0.271,-0.067,-0.019,0.7439,Male,-0.026
BD,ND,97,74,0.493,0.315,0.0038,0.764,0.147,0.456,0.133,0.0205,Male,0.178
BD,OCD,97,84,0.493,0.412,0.06919,0.564,-0.026,0.269,0.069,0.1927,Male,0.08
BD,Other,97,39,0.493,0.579,0.46475,0.233,-0.518,-0.142,-0.039,0.7039,Male,-0.086
BD,OTHER,97,43,0.493,0.401,0.19238,0.601,-0.126,0.237,0.068,0.3924,Male,0.092
BD,Other Psychiatric,97,142,0.493,0.313,0.0054,0.65,0.127,0.388,0.109,0.0262,Male,0.18
BD,PD,97,136,0.493,0.599,0.0092,-0.069,-0.596,-0.332,-0.087,0.0396,Male,-0.107
BD,SAD,97,155,0.493,0.489,0.57334,0.325,-0.185,0.07,0.02,0.7773,Male,0.004
BD,Schizoaffective Disorder,97,56,0.493,0.351,0.0272,0.707,0.039,0.373,0.101,0.0965,Male,0.142
BD,Schizoaffective Disorder - Relative,97,25,0.493,0.425,0.0282,0.935,0.039,0.487,0.131,0.0971,Male,0.068
BD,SCZ,97,718,0.493,0.387,0.0024,0.554,0.128,0.341,0.095,0.0143,Male,0.106
BD,SCZ-Relative,97,66,0.493,0.405,0.54695,0.41,-0.221,0.095,0.027,0.7547,Male,0.088
BD,SMC,97,44,0.493,0.508,0.59674,0.265,-0.454,-0.095,-0.025,0.7913,Male,-0.016
BD,SPECIFIC PHOBIA,97,55,0.493,0.445,0.9565,0.343,-0.324,0.01,0.003,1,Male,0.048
BD,Subacute Pain,97,30,0.493,0.399,0.22738,0.664,-0.165,0.249,0.069,0.4424,Male,0.094
BIPOLAR/PSYCH-RELATIVE,Chronic Pain,27,59,0.416,0.363,0.89031,0.492,-0.433,0.029,0.008,1,Male,0.052
BIPOLAR/PSYCH-RELATIVE,DEMENTIA - LBD,27,26,0.416,0.394,0.83092,0.612,-0.491,0.06,0.018,0.9611,Male,0.022
BIPOLAR/PSYCH-RELATIVE,EMCI,27,170,0.416,0.528,0.08439,0.051,-0.769,-0.359,-0.106,0.2168,Male,-0.113
BIPOLAR/PSYCH-RELATIVE,LMCI,27,341,0.416,0.435,0.41416,0.229,-0.557,-0.164,-0.049,0.6519,Male,-0.02
BIPOLAR/PSYCH-RELATIVE,MCI,27,197,0.416,0.47,0.44916,0.248,-0.561,-0.157,-0.048,0.6893,Male,-0.055
BIPOLAR/PSYCH-RELATIVE,MCI-Risk,27,0,0.416,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
BIPOLAR/PSYCH-RELATIVE,MDD,27,1789,0.416,0.519,0.05459,0.007,-0.754,-0.374,-0.108,0.1607,Male,-0.103
BIPOLAR/PSYCH-RELATIVE,ND,27,74,0.416,0.315,0.52015,0.586,-0.307,0.14,0.044,0.7439,Male,0.101
BIPOLAR/PSYCH-RELATIVE,OCD,27,84,0.416,0.412,0.73453,0.364,-0.513,-0.074,-0.019,0.8893,Male,0.003
BIPOLAR/PSYCH-RELATIVE,Other,27,39,0.416,0.579,0.09179,0.068,-0.944,-0.438,-0.128,0.2315,Male,-0.163
BIPOLAR/PSYCH-RELATIVE,OTHER,27,43,0.416,0.401,0.77252,0.423,-0.558,-0.068,-0.021,0.9132,Male,0.014
BIPOLAR/PSYCH-RELATIVE,Other Psychiatric,27,142,0.416,0.313,0.73633,0.484,-0.345,0.069,0.02,0.8893,Male,0.102
BIPOLAR/PSYCH-RELATIVE,PD,27,136,0.416,0.599,0.0028,-0.242,-1.087,-0.665,-0.176,0.0163,Male,-0.184
BIPOLAR/PSYCH-RELATIVE,SAD,27,155,0.416,0.489,0.27617,0.181,-0.643,-0.231,-0.069,0.5111,Male,-0.073
BIPOLAR/PSYCH-RELATIVE,Schizoaffective Disorder,27,56,0.416,0.351,0.85171,0.508,-0.424,0.042,0.012,0.9731,Male,0.065
BIPOLAR/PSYCH-RELATIVE,Schizoaffective Disorder - Relative,27,25,0.416,0.425,0.59334,0.705,-0.412,0.147,0.042,0.7913,Male,-0.009
BIPOLAR/PSYCH-RELATIVE,SCZ,27,718,0.416,0.387,0.92371,0.407,-0.363,0.022,0.006,1,Male,0.028
BIPOLAR/PSYCH-RELATIVE,SCZ-Relative,27,66,0.416,0.405,0.36656,0.252,-0.658,-0.203,-0.062,0.6023,Male,0.01
BIPOLAR/PSYCH-RELATIVE,SMC,27,44,0.416,0.508,0.10479,0.088,-0.897,-0.404,-0.114,0.2551,Male,-0.093
BIPOLAR/PSYCH-RELATIVE,SPECIFIC PHOBIA,27,55,0.416,0.445,0.20158,0.177,-0.763,-0.293,-0.086,0.404,Male,-0.029
BIPOLAR/PSYCH-RELATIVE,Subacute Pain,27,30,0.416,0.399,0.79392,0.466,-0.598,-0.066,-0.02,0.925,Male,0.016
Chronic Pain,DEMENTIA - LBD,59,26,0.363,0.394,0.89091,0.5,-0.436,0.032,0.009,1,Male,-0.031
Chronic Pain,EMCI,59,170,0.363,0.528,0.0102,-0.09,-0.689,-0.39,-0.114,0.0423,Male,-0.165
Chronic Pain,LMCI,59,341,0.363,0.435,0.17798,0.084,-0.471,-0.193,-0.057,0.3732,Male,-0.072
Chronic Pain,MCI,59,197,0.363,0.47,0.20558,0.107,-0.479,-0.186,-0.056,0.4085,Male,-0.107
Chronic Pain,MCI-Risk,59,0,0.363,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
Chronic Pain,MDD,59,1789,0.363,0.519,0.0024,-0.143,-0.663,-0.403,-0.116,0.0143,Male,-0.156
Chronic Pain,ND,59,74,0.363,0.315,0.50455,0.461,-0.23,0.116,0.036,0.7401,Male,0.048
Chronic Pain,OCD,59,84,0.363,0.412,0.54075,0.231,-0.441,-0.105,-0.028,0.7509,Male,-0.049
Chronic Pain,Other,59,39,0.363,0.579,0.0276,-0.057,-0.887,-0.472,-0.136,0.0965,Male,-0.216
Chronic Pain,OTHER,59,43,0.363,0.401,0.63414,0.301,-0.495,-0.097,-0.03,0.8123,Male,-0.038
Chronic Pain,Other Psychiatric,59,142,0.363,0.313,0.77892,0.346,-0.265,0.041,0.012,0.9146,Male,0.05
Chronic Pain,PD,59,136,0.363,0.599,0.0002,-0.374,-1.004,-0.689,-0.184,0.0019,Male,-0.236
Chronic Pain,SAD,59,155,0.363,0.489,0.08679,0.041,-0.564,-0.261,-0.077,0.2217,Male,-0.125
Chronic Pain,Schizoaffective Disorder,59,56,0.363,0.351,0.94711,0.382,-0.357,0.012,0.003,1,Male,0.013
Chronic Pain,Schizoaffective Disorder - Relative,59,25,0.363,0.425,0.61394,0.594,-0.357,0.119,0.034,0.8019,Male,-0.061
Chronic Pain,SCZ,59,718,0.363,0.387,0.94891,0.258,-0.274,-0.008,-0.002,1,Male,-0.024
Chronic Pain,SCZ-Relative,59,66,0.363,0.405,0.18438,0.121,-0.591,-0.235,-0.07,0.3828,Male,-0.042
Chronic Pain,SMC,59,44,0.363,0.508,0.029,-0.035,-0.834,-0.434,-0.123,0.0991,Male,-0.145
Chronic Pain,SPECIFIC PHOBIA,59,55,0.363,0.445,0.08379,0.048,-0.699,-0.325,-0.095,0.2165,Male,-0.081
Chronic Pain,Subacute Pain,59,30,0.363,0.399,0.65973,0.35,-0.542,-0.096,-0.028,0.8247,Male,-0.036
DEMENTIA - LBD,EMCI,26,170,0.394,0.528,0.0492,0,-0.834,-0.417,-0.123,0.1495,Male,-0.134
DEMENTIA - LBD,LMCI,26,341,0.394,0.435,0.28597,0.177,-0.624,-0.223,-0.066,0.5215,Male,-0.041
DEMENTIA - LBD,MCI,26,197,0.394,0.47,0.30137,0.198,-0.625,-0.213,-0.066,0.5328,Male,-0.076
DEMENTIA - LBD,MCI-Risk,26,0,0.394,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
DEMENTIA - LBD,MDD,26,1789,0.394,0.519,0.0292,-0.047,-0.822,-0.435,-0.126,0.0991,Male,-0.125
DEMENTIA - LBD,ND,26,74,0.394,0.315,0.71253,0.536,-0.369,0.083,0.026,0.8742,Male,0.079
DEMENTIA - LBD,OCD,26,84,0.394,0.412,0.52735,0.304,-0.586,-0.141,-0.037,0.7476,Male,-0.018
DEMENTIA - LBD,Other,26,39,0.394,0.579,0.05559,0.02,-1.006,-0.493,-0.145,0.1626,Male,-0.185
DEMENTIA - LBD,OTHER,26,43,0.394,0.401,0.61994,0.374,-0.619,-0.123,-0.039,0.803,Male,-0.007
DEMENTIA - LBD,Other Psychiatric,26,142,0.394,0.313,0.94591,0.43,-0.413,0.009,0.003,1,Male,0.081
DEMENTIA - LBD,PD,26,136,0.394,0.599,0.0016,-0.298,-1.158,-0.728,-0.193,0.0102,Male,-0.205
DEMENTIA - LBD,SAD,26,155,0.394,0.489,0.16358,0.13,-0.708,-0.289,-0.086,0.3555,Male,-0.095
DEMENTIA - LBD,Schizoaffective Disorder,26,56,0.394,0.351,0.93571,0.452,-0.493,-0.02,-0.006,1,Male,0.043
DEMENTIA - LBD,Schizoaffective Disorder - Relative,26,25,0.394,0.425,0.77552,0.647,-0.479,0.084,0.025,0.9132,Male,-0.031
DEMENTIA - LBD,SCZ,26,718,0.394,0.387,0.85111,0.351,-0.433,-0.041,-0.012,0.9731,Male,0.007
DEMENTIA - LBD,SCZ-Relative,26,66,0.394,0.405,0.27037,0.203,-0.721,-0.259,-0.08,0.5069,Male,-0.011
DEMENTIA - LBD,SMC,26,44,0.394,0.508,0.06659,0.038,-0.961,-0.462,-0.132,0.1865,Male,-0.114
DEMENTIA - LBD,SPECIFIC PHOBIA,26,55,0.394,0.445,0.13959,0.127,-0.827,-0.35,-0.104,0.3255,Male,-0.051
DEMENTIA - LBD,Subacute Pain,26,30,0.394,0.399,0.64094,0.415,-0.66,-0.123,-0.038,0.8158,Male,-0.005
EMCI,LMCI,170,341,0.528,0.435,0.0376,0.378,0.008,0.193,0.057,0.1214,Male,0.093
EMCI,MCI,170,197,0.528,0.47,0.07139,0.397,-0.016,0.19,0.058,0.1964,Male,0.058
EMCI,MCI-Risk,170,0,0.528,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
EMCI,MDD,170,1789,0.528,0.519,0.91771,0.149,-0.166,-0.008,-0.002,1,Male,0.009
EMCI,ND,170,74,0.528,0.315,0.0002,0.769,0.214,0.492,0.15,0.0019,Male,0.213
EMCI,OCD,170,84,0.528,0.412,0.025,0.57,0.042,0.306,0.086,0.0915,Male,0.116
EMCI,Other,170,39,0.528,0.579,0.67393,0.275,-0.425,-0.075,-0.022,0.8379,Male,-0.051
EMCI,OTHER,170,43,0.528,0.401,0.10459,0.617,-0.058,0.279,0.084,0.2551,Male,0.127
EMCI,Other Psychiatric,170,142,0.528,0.313,0.0006,0.655,0.202,0.428,0.126,0.0046,Male,0.215
EMCI,PD,170,136,0.528,0.599,0.0302,-0.023,-0.477,-0.25,-0.07,0.1018,Male,-0.071
EMCI,SAD,170,155,0.528,0.489,0.26617,0.343,-0.095,0.124,0.037,0.5011,Male,0.04
EMCI,Schizoaffective Disorder,170,56,0.528,0.351,0.0078,0.709,0.097,0.403,0.117,0.0352,Male,0.178
EMCI,Schizoaffective Disorder - Relative,170,25,0.528,0.425,0.0242,0.928,0.077,0.502,0.148,0.09,Male,0.104
EMCI,SCZ,170,718,0.528,0.387,0.0002,0.563,0.226,0.394,0.112,0.0019,Male,0.141
EMCI,SCZ-Relative,170,66,0.528,0.405,0.31817,0.432,-0.141,0.146,0.044,0.5439,Male,0.123
EMCI,SMC,170,44,0.528,0.508,0.87351,0.304,-0.363,-0.03,-0.009,0.9955,Male,0.02
EMCI,SPECIFIC PHOBIA,170,55,0.528,0.445,0.68133,0.371,-0.24,0.066,0.019,0.8426,Male,0.084
EMCI,Subacute Pain,170,30,0.528,0.399,0.15138,0.679,-0.104,0.287,0.086,0.3434,Male,0.129
LMCI,MCI,341,197,0.435,0.47,0.9931,0.177,-0.174,0.002,0,1,Male,-0.035
LMCI,MCI-Risk,341,0,0.435,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
LMCI,MDD,341,1789,0.435,0.519,0.0002,-0.089,-0.321,-0.205,-0.06,0.0019,Male,-0.084
LMCI,ND,341,74,0.435,0.315,0.0174,0.56,0.054,0.307,0.093,0.0691,Male,0.12
LMCI,OCD,341,84,0.435,0.412,0.40536,0.341,-0.138,0.101,0.029,0.6433,Male,0.023
LMCI,Other,341,39,0.435,0.579,0.11099,0.065,-0.601,-0.268,-0.079,0.2674,Male,-0.144
LMCI,OTHER,341,43,0.435,0.401,0.58314,0.409,-0.227,0.091,0.027,0.7842,Male,0.034
LMCI,Other Psychiatric,341,142,0.435,0.313,0.0236,0.43,0.036,0.233,0.069,0.0885,Male,0.122
LMCI,PD,341,136,0.435,0.599,0.0002,-0.243,-0.646,-0.444,-0.127,0.0019,Male,-0.164
LMCI,SAD,341,155,0.435,0.489,0.48195,0.122,-0.259,-0.068,-0.02,0.7222,Male,-0.054
LMCI,Schizoaffective Disorder,341,56,0.435,0.351,0.15678,0.489,-0.078,0.205,0.06,0.349,Male,0.085
LMCI,Schizoaffective Disorder - Relative,341,25,0.435,0.425,0.13079,0.716,-0.101,0.307,0.091,0.3087,Male,0.01
LMCI,SCZ,341,718,0.435,0.387,0.0042,0.321,0.062,0.191,0.055,0.0219,Male,0.048
LMCI,SCZ-Relative,341,66,0.435,0.405,0.73153,0.219,-0.309,-0.045,-0.013,0.8881,Male,0.03
LMCI,SMC,341,44,0.435,0.508,0.17018,0.092,-0.539,-0.224,-0.066,0.3664,Male,-0.073
LMCI,SPECIFIC PHOBIA,341,55,0.435,0.445,0.37876,0.158,-0.413,-0.127,-0.038,0.6137,Male,-0.009
LMCI,Subacute Pain,341,30,0.435,0.399,0.61294,0.471,-0.279,0.096,0.029,0.8019,Male,0.036
MCI,MCI-Risk,197,0,0.47,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI,MDD,197,1789,0.47,0.519,0.006,-0.059,-0.354,-0.206,-0.06,0.0285,Male,-0.049
MCI,ND,197,74,0.47,0.315,0.0348,0.564,0.024,0.294,0.092,0.1154,Male,0.155
MCI,OCD,197,84,0.47,0.412,0.46315,0.354,-0.159,0.098,0.029,0.7038,Male,0.058
MCI,Other,197,39,0.47,0.579,0.14679,0.086,-0.606,-0.26,-0.08,0.3364,Male,-0.109
MCI,OTHER,197,43,0.47,0.401,0.60654,0.418,-0.246,0.086,0.027,0.7998,Male,0.069
MCI,Other Psychiatric,197,142,0.47,0.313,0.0398,0.443,0.009,0.226,0.068,0.1259,Male,0.157
MCI,PD,197,136,0.47,0.599,0.0002,-0.219,-0.662,-0.44,-0.128,0.0019,Male,-0.129
MCI,SAD,197,155,0.47,0.489,0.52035,0.143,-0.279,-0.068,-0.021,0.7439,Male,-0.018
MCI,Schizoaffective Disorder,197,56,0.47,0.351,0.20358,0.496,-0.101,0.198,0.06,0.4063,Male,0.12
MCI,Schizoaffective Disorder - Relative,197,25,0.47,0.425,0.15718,0.714,-0.125,0.294,0.09,0.349,Male,0.046
MCI,SCZ,197,718,0.47,0.387,0.0198,0.347,0.031,0.189,0.054,0.0774,Male,0.083
MCI,SCZ-Relative,197,66,0.47,0.405,0.75112,0.235,-0.325,-0.045,-0.014,0.9002,Male,0.065
MCI,SMC,197,44,0.47,0.508,0.19178,0.111,-0.547,-0.218,-0.066,0.3924,Male,-0.038
MCI,SPECIFIC PHOBIA,197,55,0.47,0.445,0.40476,0.176,-0.425,-0.125,-0.038,0.6433,Male,0.026
MCI,Subacute Pain,197,30,0.47,0.399,0.64214,0.477,-0.296,0.091,0.028,0.8158,Male,0.071
MCI-Risk,MDD,0,1789,  NA,0.519,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,ND,0,74,  NA,0.315,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,OCD,0,84,  NA,0.412,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,Other,0,39,  NA,0.579,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,OTHER,0,43,  NA,0.401,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,Other Psychiatric,0,142,  NA,0.313,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,PD,0,136,  NA,0.599,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,SAD,0,155,  NA,0.489,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,Schizoaffective Disorder,0,56,  NA,0.351,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,Schizoaffective Disorder - Relative,0,25,  NA,0.425,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,SCZ,0,718,  NA,0.387,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,SCZ-Relative,0,66,  NA,0.405,1, NaN, NaN, NaN, NaN,1,Male,  NA
MCI-Risk,SMC,0,44,  NA,0.508,1, NaN, NaN, NaN, NaN,1,Male,  NA
