Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
ABNORMAL VENTRICAL,Other,73,3,0.523,0.58,0.80472,1.014,-1.335,-0.16,-0.04,1,Female,-0.057
ABNORMAL VENTRICAL,OTHER,73,54,0.523,0.444,0.58974,0.453,-0.258,0.098,0.03,0.9864,Female,0.079
ABNORMAL VENTRICAL,Other Psychiatric,73,111,0.523,0.465,0.9933,0.299,-0.295,0.002,0.001,1,Female,0.057
ABNORMAL VENTRICAL,PD,73,0,0.523,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ABNORMAL VENTRICAL,SAD,73,150,0.523,0.399,0.26997,0.441,-0.122,0.159,0.045,0.5319,Female,0.124
ABNORMAL VENTRICAL,Schizoaffective Disorder,73,40,0.523,0.397,0.07139,0.752,-0.033,0.359,0.094,0.1844,Female,0.126
ABNORMAL VENTRICAL,Schizoaffective Disorder - Relative,73,50,0.523,0.587,0.65513,0.283,-0.444,-0.08,-0.021,1,Female,-0.065
ABNORMAL VENTRICAL,SCZ,73,75,0.523,0.248,0.0004,0.921,0.257,0.589,0.156,0.0021,Female,0.275
ABNORMAL VENTRICAL,SCZ-Relative,73,71,0.523,0.551,0.20618,0.124,-0.537,-0.207,-0.054,0.4378,Female,-0.028
ABNORMAL VENTRICAL,SMC,73,59,0.523,0.668,0.0064,-0.163,-0.867,-0.515,-0.125,0.0246,Female,-0.146
ABNORMAL VENTRICAL,SPECIFIC PHOBIA,73,159,0.523,0.44,0.41776,0.39,-0.168,0.111,0.031,0.7471,Female,0.083
ABNORMAL VENTRICAL,Subacute Pain,73,0,0.523,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
AD,ADHD,528,222,0.131,0.431,0.0002,-0.685,-1.011,-0.848,-0.228,0.0012,Female,-0.3
AD,Anorexia/Bulima,528,68,0.131,0.488,0.0002,-0.801,-1.321,-1.061,-0.27,0.0012,Female,-0.357
AD,Anxiety/Phobia,528,975,0.131,0.49,0.0002,-0.85,-1.073,-0.961,-0.267,0.0012,Female,-0.359
AD,ASD,528,365,0.131,0.501,0.0002,-0.885,-1.169,-1.027,-0.282,0.0012,Female,-0.37
AD,Attention & Learning difficulty,528,99,0.131,0.484,0.0002,-0.778,-1.223,-1.001,-0.265,0.0012,Female,-0.353
AD,BD,528,80,0.131,0.44,0.0002,-0.6,-1.08,-0.84,-0.213,0.0012,Female,-0.309
AD,BIPOLAR/PSYCH-RELATIVE,528,47,0.131,0.591,0.0002,-1.054,-1.673,-1.364,-0.341,0.0012,Female,-0.46
AD,Chronic Pain,528,0,0.131,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
AD,DEMENTIA - LBD,528,21,0.131,0.093,0.94011,0.46,-0.414,0.023,0.006,1,Female,0.037
AD,EMCI,528,139,0.131,0.593,0.0002,-1.196,-1.6,-1.398,-0.36,0.0012,Female,-0.462
AD,LMCI,528,217,0.131,0.297,0.0002,-0.292,-0.612,-0.452,-0.119,0.0012,Female,-0.166
AD,MCI,528,245,0.131,0.317,0.0002,-0.407,-0.716,-0.562,-0.151,0.0012,Female,-0.186
AD,MCI-Risk,528,0,0.131,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
AD,MDD,528,3158,0.131,0.488,0.0002,-0.826,-1.015,-0.921,-0.262,0.0012,Female,-0.357
AD,ND,528,100,0.131,0.281,0.0002,-0.303,-0.735,-0.519,-0.136,0.0012,Female,-0.15
AD,OCD,528,63,0.131,0.495,0.0002,-0.81,-1.348,-1.079,-0.275,0.0012,Female,-0.364
AD,Other,528,3,0.131,0.58,0.06839,-0.048,-2.328,-1.188,-0.299,0.1787,Female,-0.449
AD,OTHER,528,54,0.131,0.444,0.0002,-0.579,-1.149,-0.864,-0.229,0.0012,Female,-0.313
AD,Other Psychiatric,528,111,0.131,0.465,0.0002,-0.788,-1.212,-1,-0.258,0.0012,Female,-0.335
AD,PD,528,0,0.131,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
AD,SAD,528,150,0.131,0.399,0.0002,-0.632,-1.006,-0.819,-0.214,0.0012,Female,-0.268
AD,Schizoaffective Disorder,528,40,0.131,0.397,0.0004,-0.325,-0.974,-0.65,-0.165,0.0021,Female,-0.266
AD,Schizoaffective Disorder - Relative,528,50,0.131,0.587,0.0002,-0.805,-1.4,-1.102,-0.28,0.0012,Female,-0.456
AD,SCZ,528,75,0.131,0.248,0.002,-0.159,-0.645,-0.402,-0.103,0.0089,Female,-0.117
AD,SCZ-Relative,528,71,0.131,0.551,0.0002,-0.973,-1.489,-1.231,-0.313,0.0012,Female,-0.42
AD,SMC,528,59,0.131,0.668,0.0002,-1.252,-1.82,-1.536,-0.384,0.0012,Female,-0.538
AD,SPECIFIC PHOBIA,528,159,0.131,0.44,0.0002,-0.69,-1.057,-0.874,-0.228,0.0012,Female,-0.309
AD,Subacute Pain,528,0,0.131,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,Anorexia/Bulima,222,68,0.431,0.488,0.30977,0.134,-0.412,-0.139,-0.042,0.596,Female,-0.057
ADHD,Anxiety/Phobia,222,975,0.431,0.49,0.07699,0.014,-0.278,-0.132,-0.039,0.1915,Female,-0.059
ADHD,ASD,222,365,0.431,0.501,0.0432,-0.009,-0.344,-0.176,-0.054,0.1217,Female,-0.069
ADHD,Attention & Learning difficulty,222,99,0.431,0.484,0.31477,0.12,-0.356,-0.118,-0.037,0.5999,Female,-0.053
ADHD,BD,222,80,0.431,0.44,0.69333,0.31,-0.204,0.053,0.016,1,Female,-0.008
ADHD,BIPOLAR/PSYCH-RELATIVE,222,47,0.431,0.591,0.018,-0.066,-0.701,-0.384,-0.113,0.0569,Female,-0.16
ADHD,Chronic Pain,222,0,0.431,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,DEMENTIA - LBD,222,21,0.431,0.093,0.0006,1.22,0.31,0.765,0.234,0.003,Female,0.338
ADHD,EMCI,222,139,0.431,0.593,0.0002,-0.23,-0.66,-0.445,-0.131,0.0012,Female,-0.162
ADHD,LMCI,222,217,0.431,0.297,0.0002,0.557,0.179,0.368,0.11,0.0012,Female,0.134
ADHD,MCI,222,245,0.431,0.317,0.0066,0.436,0.07,0.253,0.077,0.0252,Female,0.114
ADHD,MCI-Risk,222,0,0.431,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,MDD,222,3158,0.431,0.488,0.09279,0.02,-0.252,-0.116,-0.034,0.2259,Female,-0.057
ADHD,ND,222,100,0.431,0.281,0.0132,0.536,0.06,0.298,0.092,0.0445,Female,0.15
ADHD,OCD,222,63,0.431,0.495,0.26857,0.126,-0.436,-0.155,-0.047,0.5314,Female,-0.064
ADHD,Other,222,3,0.431,0.58,0.68273,0.914,-1.378,-0.232,-0.071,1,Female,-0.149
ADHD,OTHER,222,54,0.431,0.444,0.9991,0.298,-0.3,-0.001,0,1,Female,-0.013
ADHD,Other Psychiatric,222,111,0.431,0.465,0.38196,0.129,-0.328,-0.1,-0.03,0.702,Female,-0.034
ADHD,PD,222,0,0.431,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,SAD,222,150,0.431,0.399,0.65453,0.255,-0.161,0.047,0.014,1,Female,0.033
ADHD,Schizoaffective Disorder,222,40,0.431,0.397,0.22658,0.549,-0.128,0.21,0.064,0.4708,Female,0.035
ADHD,Schizoaffective Disorder - Relative,222,50,0.431,0.587,0.27997,0.138,-0.479,-0.171,-0.051,0.547,Female,-0.156
ADHD,SCZ,222,75,0.431,0.248,0.003,0.686,0.156,0.421,0.126,0.0127,Female,0.183
ADHD,SCZ-Relative,222,71,0.431,0.551,0.0392,-0.014,-0.553,-0.284,-0.085,0.1125,Female,-0.12
ADHD,SMC,222,59,0.431,0.668,0.0008,-0.241,-0.824,-0.532,-0.155,0.0038,Female,-0.237
ADHD,SPECIFIC PHOBIA,222,159,0.431,0.44,0.9827,0.206,-0.203,0.002,0,1,Female,-0.008
ADHD,Subacute Pain,222,0,0.431,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,Anxiety/Phobia,68,975,0.488,0.49,0.93531,0.256,-0.236,0.01,0.003,1,Female,-0.002
Anorexia/Bulima,ASD,68,365,0.488,0.501,0.75172,0.219,-0.3,-0.041,-0.012,1,Female,-0.013
Anorexia/Bulima,Attention & Learning difficulty,68,99,0.488,0.484,0.92571,0.326,-0.296,0.015,0.005,1,Female,0.004
Anorexia/Bulima,BD,68,80,0.488,0.44,0.18978,0.542,-0.112,0.215,0.057,0.4143,Female,0.048
Anorexia/Bulima,BIPOLAR/PSYCH-RELATIVE,68,47,0.488,0.591,0.14819,0.099,-0.656,-0.279,-0.071,0.3394,Female,-0.103
Anorexia/Bulima,Chronic Pain,68,0,0.488,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,DEMENTIA - LBD,68,21,0.488,0.093,0.0002,1.502,0.467,0.984,0.276,0.0012,Female,0.395
Anorexia/Bulima,EMCI,68,139,0.488,0.593,0.0332,-0.032,-0.619,-0.326,-0.09,0.0983,Female,-0.105
Anorexia/Bulima,LMCI,68,217,0.488,0.297,0.0002,0.808,0.254,0.531,0.151,0.0012,Female,0.191
Anorexia/Bulima,MCI,68,245,0.488,0.317,0.0036,0.671,0.128,0.399,0.119,0.0149,Female,0.171
Anorexia/Bulima,MCI-Risk,68,0,0.488,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,MDD,68,3158,0.488,0.488,0.82372,0.268,-0.213,0.028,0.008,1,Female,0
Anorexia/Bulima,ND,68,100,0.488,0.281,0.0064,0.762,0.134,0.448,0.134,0.0246,Female,0.207
Anorexia/Bulima,OCD,68,63,0.488,0.495,0.91391,0.328,-0.364,-0.018,-0.005,1,Female,-0.007
Anorexia/Bulima,Other,68,3,0.488,0.58,0.84172,1.069,-1.285,-0.108,-0.029,1,Female,-0.092
Anorexia/Bulima,OTHER,68,54,0.488,0.444,0.47055,0.491,-0.231,0.13,0.041,0.8134,Female,0.044
Anorexia/Bulima,Other Psychiatric,68,111,0.488,0.465,0.78792,0.346,-0.262,0.042,0.012,1,Female,0.023
Anorexia/Bulima,PD,68,0,0.488,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,SAD,68,150,0.488,0.399,0.18658,0.484,-0.094,0.195,0.056,0.4092,Female,0.089
Anorexia/Bulima,Schizoaffective Disorder,68,40,0.488,0.397,0.06039,0.783,-0.014,0.384,0.105,0.1614,Female,0.091
Anorexia/Bulima,Schizoaffective Disorder - Relative,68,50,0.488,0.587,0.85591,0.333,-0.405,-0.036,-0.01,1,Female,-0.099
Anorexia/Bulima,SCZ,68,75,0.488,0.248,0.0004,0.948,0.271,0.61,0.167,0.0021,Female,0.24
Anorexia/Bulima,SCZ-Relative,68,71,0.488,0.551,0.35816,0.178,-0.494,-0.158,-0.043,0.6662,Female,-0.063
Anorexia/Bulima,SMC,68,59,0.488,0.668,0.0126,-0.093,-0.806,-0.449,-0.114,0.0434,Female,-0.18
Anorexia/Bulima,SPECIFIC PHOBIA,68,159,0.488,0.44,0.29837,0.434,-0.137,0.149,0.042,0.5781,Female,0.048
Anorexia/Bulima,Subacute Pain,68,0,0.488,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,ASD,975,365,0.49,0.501,0.39956,0.069,-0.171,-0.051,-0.015,0.7265,Female,-0.011
Anxiety/Phobia,Attention & Learning difficulty,975,99,0.49,0.484,0.9611,0.213,-0.201,0.006,0.002,1,Female,0.006
Anxiety/Phobia,BD,975,80,0.49,0.44,0.10439,0.417,-0.04,0.189,0.054,0.2502,Female,0.05
Anxiety/Phobia,BIPOLAR/PSYCH-RELATIVE,975,47,0.49,0.591,0.08679,0.036,-0.55,-0.257,-0.074,0.2135,Female,-0.101
Anxiety/Phobia,Chronic Pain,975,0,0.49,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,DEMENTIA - LBD,975,21,0.49,0.093,0.0002,1.373,0.503,0.938,0.273,0.0012,Female,0.396
Anxiety/Phobia,EMCI,975,139,0.49,0.593,0.0004,-0.141,-0.498,-0.32,-0.092,0.0021,Female,-0.103
Anxiety/Phobia,LMCI,975,217,0.49,0.297,0.0002,0.66,0.362,0.511,0.148,0.0012,Female,0.193
Anxiety/Phobia,MCI,975,245,0.49,0.317,0.0002,0.536,0.254,0.395,0.116,0.0012,Female,0.173
Anxiety/Phobia,MCI-Risk,975,0,0.49,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,MDD,975,3158,0.49,0.488,0.62334,0.09,-0.054,0.018,0.005,1,Female,0.002
Anxiety/Phobia,ND,975,100,0.49,0.281,0.0002,0.653,0.239,0.446,0.131,0.0012,Female,0.209
Anxiety/Phobia,OCD,975,63,0.49,0.495,0.84332,0.228,-0.282,-0.027,-0.008,1,Female,-0.005
Anxiety/Phobia,Other,975,3,0.49,0.58,0.85291,1.025,-1.245,-0.11,-0.032,1,Female,-0.09
Anxiety/Phobia,OTHER,975,54,0.49,0.444,0.33977,0.405,-0.144,0.13,0.038,0.6396,Female,0.046
Anxiety/Phobia,Other Psychiatric,975,111,0.49,0.465,0.75852,0.228,-0.166,0.031,0.009,1,Female,0.024
Anxiety/Phobia,PD,975,0,0.49,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,SAD,975,150,0.49,0.399,0.0416,0.355,0.01,0.182,0.053,0.1179,Female,0.091
Anxiety/Phobia,Schizoaffective Disorder,975,40,0.49,0.397,0.0272,0.669,0.036,0.352,0.102,0.0816,Female,0.093
Anxiety/Phobia,Schizoaffective Disorder - Relative,975,50,0.49,0.587,0.78052,0.241,-0.328,-0.043,-0.013,1,Female,-0.098
Anxiety/Phobia,SCZ,975,75,0.49,0.248,0.0002,0.804,0.332,0.568,0.165,0.0012,Female,0.242
Anxiety/Phobia,SCZ-Relative,975,71,0.49,0.551,0.20198,0.083,-0.399,-0.158,-0.046,0.4328,Female,-0.061
Anxiety/Phobia,SMC,975,59,0.49,0.668,0.0026,-0.141,-0.669,-0.405,-0.117,0.0112,Female,-0.179
Anxiety/Phobia,SPECIFIC PHOBIA,975,159,0.49,0.44,0.10619,0.303,-0.033,0.135,0.039,0.2532,Female,0.05
Anxiety/Phobia,Subacute Pain,975,0,0.49,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ASD,Attention & Learning difficulty,365,99,0.501,0.484,0.63634,0.277,-0.168,0.054,0.017,1,Female,0.017
ASD,BD,365,80,0.501,0.44,0.06119,0.477,-0.009,0.234,0.069,0.1626,Female,0.061
ASD,BIPOLAR/PSYCH-RELATIVE,365,47,0.501,0.591,0.20478,0.106,-0.504,-0.199,-0.059,0.4368,Female,-0.09
ASD,Chronic Pain,365,0,0.501,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ASD,DEMENTIA - LBD,365,21,0.501,0.093,0.0002,1.392,0.5,0.946,0.288,0.0012,Female,0.407
ASD,EMCI,365,139,0.501,0.593,0.0106,-0.064,-0.457,-0.261,-0.077,0.0371,Female,-0.092
ASD,LMCI,365,217,0.501,0.297,0.0002,0.719,0.376,0.547,0.163,0.0012,Female,0.204
ASD,MCI,365,245,0.501,0.317,0.0002,0.594,0.266,0.43,0.131,0.0012,Female,0.184
ASD,MCI-Risk,365,0,0.501,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ASD,MDD,365,3158,0.501,0.488,0.22678,0.178,-0.039,0.069,0.02,0.4708,Female,0.013
ASD,ND,365,100,0.501,0.281,0.0002,0.7,0.252,0.476,0.146,0.0012,Female,0.22
ASD,OCD,365,63,0.501,0.495,0.85951,0.292,-0.244,0.024,0.007,1,Female,0.005
ASD,Other,365,3,0.501,0.58,0.91551,1.084,-1.196,-0.056,-0.017,1,Female,-0.079
ASD,OTHER,365,54,0.501,0.444,0.24318,0.458,-0.116,0.171,0.054,0.496,Female,0.056
ASD,Other Psychiatric,365,111,0.501,0.465,0.45575,0.293,-0.133,0.08,0.024,0.7915,Female,0.035
ASD,PD,365,0,0.501,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ASD,SAD,365,150,0.501,0.399,0.0216,0.417,0.035,0.226,0.068,0.0665,Female,0.102
ASD,Schizoaffective Disorder,365,40,0.501,0.397,0.018,0.717,0.06,0.389,0.117,0.0569,Female,0.104
ASD,Schizoaffective Disorder - Relative,365,50,0.501,0.587,0.9659,0.305,-0.288,0.008,0.003,1,Female,-0.087
ASD,SCZ,365,75,0.501,0.248,0.0002,0.851,0.347,0.599,0.18,0.0012,Female,0.253
ASD,SCZ-Relative,365,71,0.501,0.551,0.42296,0.152,-0.358,-0.103,-0.031,0.7535,Female,-0.051
ASD,SMC,365,59,0.501,0.668,0.0136,-0.067,-0.621,-0.344,-0.102,0.0455,Female,-0.168
ASD,SPECIFIC PHOBIA,365,159,0.501,0.44,0.05959,0.368,-0.006,0.181,0.054,0.1602,Female,0.061
ASD,Subacute Pain,365,0,0.501,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Attention & Learning difficulty,BD,99,80,0.484,0.44,0.24058,0.473,-0.121,0.176,0.053,0.495,Female,0.044
Attention & Learning difficulty,BIPOLAR/PSYCH-RELATIVE,99,47,0.484,0.591,0.15218,0.097,-0.605,-0.254,-0.076,0.3452,Female,-0.107
Attention & Learning difficulty,Chronic Pain,99,0,0.484,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Attention & Learning difficulty,DEMENTIA - LBD,99,21,0.484,0.093,0.0004,1.328,0.352,0.84,0.271,0.0021,Female,0.391
Attention & Learning difficulty,EMCI,99,139,0.484,0.593,0.0168,-0.056,-0.577,-0.316,-0.094,0.0546,Female,-0.109
Attention & Learning difficulty,LMCI,99,217,0.484,0.297,0.0002,0.729,0.246,0.487,0.147,0.0012,Female,0.187
Attention & Learning difficulty,MCI,99,245,0.484,0.317,0.0026,0.603,0.132,0.367,0.114,0.0112,Female,0.167
Attention & Learning difficulty,MCI-Risk,99,0,0.484,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Attention & Learning difficulty,MDD,99,3158,0.484,0.488,0.90491,0.212,-0.189,0.011,0.003,1,Female,-0.004
Attention & Learning difficulty,ND,99,100,0.484,0.281,0.0052,0.685,0.12,0.403,0.129,0.0208,Female,0.203
Attention & Learning difficulty,OCD,99,63,0.484,0.495,0.84332,0.287,-0.349,-0.031,-0.01,1,Female,-0.011
Attention & Learning difficulty,Other,99,3,0.484,0.58,0.87831,1.058,-1.267,-0.104,-0.034,1,Female,-0.096
Attention & Learning difficulty,OTHER,99,54,0.484,0.444,0.54415,0.442,-0.227,0.107,0.037,0.9268,Female,0.04
Attention & Learning difficulty,Other Psychiatric,99,111,0.484,0.465,0.86271,0.296,-0.249,0.023,0.007,1,Female,0.019
Attention & Learning difficulty,PD,99,0,0.484,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Attention & Learning difficulty,SAD,99,150,0.484,0.399,0.19938,0.423,-0.088,0.167,0.051,0.4292,Female,0.085
Attention & Learning difficulty,Schizoaffective Disorder,99,40,0.484,0.397,0.08459,0.694,-0.051,0.321,0.101,0.2092,Female,0.087
Attention & Learning difficulty,Schizoaffective Disorder - Relative,99,50,0.484,0.587,0.79292,0.297,-0.389,-0.046,-0.014,1,Female,-0.103
Attention & Learning difficulty,SCZ,99,75,0.484,0.248,0.0002,0.839,0.225,0.532,0.163,0.0012,Female,0.236
Attention & Learning difficulty,SCZ-Relative,99,71,0.484,0.551,0.31017,0.151,-0.464,-0.156,-0.048,0.596,Female,-0.067
Attention & Learning difficulty,SMC,99,59,0.484,0.668,0.0166,-0.075,-0.73,-0.403,-0.118,0.0544,Female,-0.184
Attention & Learning difficulty,SPECIFIC PHOBIA,99,159,0.484,0.44,0.33677,0.376,-0.129,0.124,0.037,0.6366,Female,0.044
Attention & Learning difficulty,Subacute Pain,99,0,0.484,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
BD,BIPOLAR/PSYCH-RELATIVE,80,47,0.44,0.591,0.0076,-0.147,-0.885,-0.516,-0.129,0.028,Female,-0.151
BD,Chronic Pain,80,0,0.44,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
BD,DEMENTIA - LBD,80,21,0.44,0.093,0.0012,1.31,0.311,0.811,0.219,0.0054,Female,0.346
BD,EMCI,80,139,0.44,0.593,0.0004,-0.262,-0.825,-0.543,-0.147,0.0021,Female,-0.153
BD,LMCI,80,217,0.44,0.297,0.0102,0.593,0.075,0.334,0.094,0.0359,Female,0.143
BD,MCI,80,245,0.44,0.317,0.10379,0.463,-0.045,0.209,0.061,0.2501,Female,0.123
BD,MCI-Risk,80,0,0.44,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
BD,MDD,80,3158,0.44,0.488,0.13719,0.051,-0.393,-0.171,-0.049,0.3206,Female,-0.048
BD,ND,80,100,0.44,0.281,0.07439,0.559,-0.035,0.262,0.076,0.1875,Female,0.159
BD,OCD,80,63,0.44,0.495,0.16658,0.102,-0.566,-0.232,-0.062,0.3706,Female,-0.055
BD,Other,80,3,0.44,0.58,0.57574,0.837,-1.506,-0.334,-0.087,0.9665,Female,-0.14
BD,OTHER,80,54,0.44,0.444,0.74953,0.297,-0.4,-0.052,-0.016,1,Female,-0.005
BD,Other Psychiatric,80,111,0.44,0.465,0.26577,0.125,-0.455,-0.165,-0.045,0.5281,Female,-0.026
BD,PD,80,0,0.44,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
BD,SAD,80,150,0.44,0.399,0.9641,0.268,-0.278,-0.005,-0.001,1,Female,0.041
