Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
CN,ABNORMAL VENTRICAL,38231,73,0.496,0.385,0.11879,0.415,-0.044,0.185,0.053,0.2255,Female,0.111
CN,AD,38231,529,0.496,0.179,0.0002,0.929,0.757,0.843,0.242,0.0008,Female,0.317
CN,ADHD,38231,329,0.496,0.527,0.32097,0.053,-0.164,-0.055,-0.016,0.4896,Female,-0.031
CN,Anorexia/Bulima,38231,105,0.496,0.525,0.9969,0.192,-0.191,0,0,1,Female,-0.029
CN,Anxiety/Phobia,38231,1039,0.496,0.477,0.11999,0.11,-0.013,0.048,0.014,0.2268,Female,0.019
CN,ASD,38231,378,0.496,0.448,0.0164,0.23,0.028,0.129,0.037,0.0401,Female,0.048
CN,Attention & Learning difficulty,38231,99,0.496,0.181,0.0002,0.902,0.507,0.704,0.202,0.0008,Female,0.315
CN,BD,38231,111,0.496,0.549,0.88711,0.174,-0.199,-0.012,-0.004,1,Female,-0.054
CN,BIPOLAR/PSYCH-RELATIVE,38231,47,0.496,0.438,0.25817,0.454,-0.118,0.168,0.048,0.4198,Female,0.058
CN,Chronic Pain,38231,63,0.496,0.521,0.9653,0.244,-0.25,-0.003,-0.001,1,Female,-0.025
CN,DEMENTIA - LBD,38231,21,0.496,0.13,0.0002,1.501,0.645,1.073,0.308,0.0008,Female,0.366
CN,EMCI,38231,139,0.496,0.449,0.15458,0.286,-0.047,0.12,0.034,0.2797,Female,0.047
CN,LMCI,38231,216,0.496,0.258,0.0002,0.692,0.424,0.558,0.16,0.0008,Female,0.238
CN,MCI,38231,253,0.496,0.355,0.0002,0.47,0.223,0.347,0.1,0.0008,Female,0.141
CN,MCI-Risk,38231,0,0.496,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
CN,MDD,38231,3461,0.496,0.492,0.51015,0.046,-0.023,0.011,0.003,0.6921,Female,0.004
CN,ND,38231,100,0.496,0.212,0.0002,0.943,0.551,0.747,0.215,0.0008,Female,0.283
CN,OCD,38231,74,0.496,0.47,0.94591,0.237,-0.219,0.009,0.003,1,Female,0.026
CN,Other,38231,117,0.496,0.395,0.0168,0.403,0.04,0.222,0.064,0.0409,Female,0.101
CN,OTHER,38231,56,0.496,0.185,0.0002,1.023,0.499,0.761,0.219,0.0008,Female,0.311
CN,Other Psychiatric,38231,111,0.496,0.474,0.22218,0.302,-0.071,0.115,0.033,0.3771,Female,0.022
CN,PD,38231,67,0.496,0.635,0.0056,-0.099,-0.578,-0.338,-0.097,0.0148,Female,-0.139
CN,SAD,38231,150,0.496,0.483,0.23938,0.259,-0.062,0.098,0.028,0.3975,Female,0.013
CN,Schizoaffective Disorder,38231,53,0.496,0.236,0.0002,0.97,0.431,0.7,0.201,0.0008,Female,0.26
CN,Schizoaffective Disorder - Relative,38231,48,0.496,0.318,0.0312,0.595,0.029,0.312,0.09,0.0688,Female,0.178
CN,SCZ,38231,315,0.496,0.351,0.0002,0.443,0.221,0.332,0.095,0.0008,Female,0.145
CN,SCZ-Relative,38231,138,0.496,0.373,0.0312,0.354,0.02,0.187,0.054,0.0688,Female,0.123
CN,SMC,38231,59,0.496,0.477,0.64394,0.314,-0.197,0.058,0.017,0.8204,Female,0.019
CN,SPECIFIC PHOBIA,38231,159,0.496,0.425,0.0278,0.33,0.018,0.174,0.05,0.0631,Female,0.071
CN,Subacute Pain,38231,28,0.496,0.49,0.81012,0.418,-0.323,0.048,0.014,0.9441,Female,0.006
ABNORMAL VENTRICAL,AD,73,529,0.385,0.179,0.0002,0.996,0.498,0.747,0.188,0.0008,Female,0.205
ABNORMAL VENTRICAL,ADHD,73,329,0.385,0.527,0.06599,0.014,-0.496,-0.241,-0.069,0.1352,Female,-0.142
ABNORMAL VENTRICAL,Anorexia/Bulima,73,105,0.385,0.525,0.22418,0.116,-0.487,-0.185,-0.053,0.3791,Female,-0.14
ABNORMAL VENTRICAL,Anxiety/Phobia,73,1039,0.385,0.477,0.26957,0.1,-0.375,-0.137,-0.039,0.4352,Female,-0.092
ABNORMAL VENTRICAL,ASD,73,378,0.385,0.448,0.69333,0.202,-0.301,-0.05,-0.016,0.8643,Female,-0.063
ABNORMAL VENTRICAL,Attention & Learning difficulty,73,99,0.385,0.181,0.0014,0.832,0.213,0.523,0.149,0.0043,Female,0.204
ABNORMAL VENTRICAL,BD,73,111,0.385,0.549,0.21298,0.107,-0.489,-0.191,-0.057,0.3641,Female,-0.165
ABNORMAL VENTRICAL,BIPOLAR/PSYCH-RELATIVE,73,47,0.385,0.438,0.91731,0.354,-0.387,-0.017,-0.005,1,Female,-0.053
ABNORMAL VENTRICAL,Chronic Pain,73,63,0.385,0.521,0.28757,0.158,-0.523,-0.182,-0.054,0.4533,Female,-0.137
ABNORMAL VENTRICAL,DEMENTIA - LBD,73,21,0.385,0.13,0.0002,1.43,0.411,0.921,0.255,0.0008,Female,0.255
ABNORMAL VENTRICAL,EMCI,73,139,0.385,0.449,0.61494,0.216,-0.354,-0.069,-0.019,0.8032,Female,-0.065
ABNORMAL VENTRICAL,LMCI,73,216,0.385,0.258,0.0056,0.65,0.114,0.382,0.107,0.0148,Female,0.126
