Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
AD,EMCI,528,139,0.342,0.567,0.0002,-0.277,-0.655,-0.466,-0.136,0.0016,Female,-0.224
AD,LMCI,528,217,0.342,0.468,0.0004,-0.115,-0.433,-0.274,-0.079,0.0023,Female,-0.126
AD,MCI,528,245,0.342,0.4,0.09659,0.025,-0.279,-0.127,-0.038,0.2159,Female,-0.057
AD,MCI-Risk,528,0,0.342,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
AD,MDD,528,3158,0.342,0.49,0.0002,-0.278,-0.463,-0.371,-0.107,0.0016,Female,-0.148
AD,ND,528,100,0.342,0.253,0.25977,0.337,-0.092,0.122,0.036,0.4511,Female,0.089
AD,OCD,528,63,0.342,0.492,0.0102,-0.083,-0.608,-0.346,-0.101,0.0354,Female,-0.15
AD,Other,528,3,0.342,0.741,0.05559,-0.045,-2.324,-1.185,-0.347,0.1424,Female,-0.399
AD,OTHER,528,54,0.342,0.335,0.32817,0.421,-0.141,0.14,0.041,0.5365,Female,0.007
AD,Other Psychiatric,528,111,0.342,0.429,0.0352,-0.016,-0.427,-0.222,-0.065,0.1021,Female,-0.087
AD,PD,528,0,0.342,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
AD,SAD,528,150,0.342,0.463,0.0002,-0.161,-0.526,-0.344,-0.099,0.0016,Female,-0.121
AD,Schizoaffective Disorder,528,40,0.342,0.301,0.29417,0.494,-0.151,0.172,0.05,0.4971,Female,0.041
AD,SCZ,528,75,0.342,0.337,0.74373,0.285,-0.199,0.043,0.013,1,Female,0.005
AD,SCZ-Relative,528,71,0.342,0.268,0.54735,0.324,-0.173,0.076,0.022,0.8317,Female,0.074
AD,SMC,528,59,0.342,0.633,0.0002,-0.423,-0.968,-0.696,-0.202,0.0016,Female,-0.291
AD,SPECIFIC PHOBIA,528,159,0.342,0.471,0.0004,-0.208,-0.565,-0.387,-0.115,0.0023,Female,-0.129
ADHD,Anorexia/Bulima,222,68,0.543,0.571,0.9993,0.271,-0.275,-0.002,-0.001,1,Female,-0.028
ADHD,Anxiety/Phobia,222,975,0.543,0.493,0.07259,0.28,-0.012,0.134,0.038,0.1715,Female,0.051
ADHD,ASD,222,365,0.543,0.503,0.11399,0.302,-0.032,0.135,0.042,0.2455,Female,0.04
ADHD,Attention & Learning difficulty,222,99,0.543,0.197,0.0002,1.153,0.657,0.905,0.255,0.0016,Female,0.346
ADHD,BD,222,80,0.543,0.477,0.35476,0.379,-0.135,0.122,0.035,0.5686,Female,0.066
ADHD,Chronic Pain,222,0,0.543,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,EMCI,222,139,0.543,0.567,0.70873,0.254,-0.171,0.042,0.012,1,Female,-0.023
ADHD,LMCI,222,217,0.543,0.468,0.0112,0.433,0.057,0.245,0.069,0.0382,Female,0.075
ADHD,MCI,222,245,0.543,0.4,0.0002,0.539,0.172,0.356,0.109,0.0016,Female,0.144
ADHD,MCI-Risk,222,0,0.543,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,MDD,222,3158,0.543,0.49,0.0404,0.279,0.006,0.142,0.041,0.1134,Female,0.054
ADHD,ND,222,100,0.543,0.253,0.0002,0.866,0.382,0.624,0.184,0.0016,Female,0.29
ADHD,OCD,222,63,0.543,0.492,0.27017,0.443,-0.12,0.161,0.047,0.4626,Female,0.051
ADHD,Other,222,3,0.543,0.741,0.25717,0.459,-1.835,-0.688,-0.2,0.4491,Female,-0.198
ADHD,OTHER,222,54,0.543,0.335,0.0002,0.94,0.333,0.636,0.189,0.0016,Female,0.208
ADHD,Other Psychiatric,222,111,0.543,0.429,0.0162,0.512,0.053,0.283,0.083,0.0503,Female,0.114
ADHD,PD,222,0,0.543,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,SAD,222,150,0.543,0.463,0.11079,0.38,-0.036,0.172,0.049,0.2415,Female,0.08
ADHD,Schizoaffective Disorder,222,40,0.543,0.301,0.0006,1.032,0.345,0.688,0.198,0.0031,Female,0.242
ADHD,SCZ,222,75,0.543,0.337,0.0002,0.819,0.286,0.553,0.16,0.0016,Female,0.207
ADHD,SCZ-Relative,222,71,0.543,0.268,0.0002,0.854,0.309,0.582,0.17,0.0016,Female,0.275
ADHD,SMC,222,59,0.543,0.633,0.19578,0.097,-0.48,-0.191,-0.055,0.3675,Female,-0.09
ADHD,SPECIFIC PHOBIA,222,159,0.543,0.471,0.30017,0.313,-0.096,0.108,0.033,0.5017,Female,0.072
Anorexia/Bulima,Anxiety/Phobia,68,975,0.571,0.493,0.27417,0.383,-0.109,0.137,0.039,0.4672,Female,0.079
Anorexia/Bulima,ASD,68,365,0.571,0.503,0.31077,0.395,-0.125,0.135,0.042,0.5145,Female,0.068
Anorexia/Bulima,Attention & Learning difficulty,68,99,0.571,0.197,0.0002,1.29,0.634,0.962,0.256,0.0016,Female,0.374
Anorexia/Bulima,BD,68,80,0.571,0.477,0.44436,0.455,-0.198,0.129,0.036,0.6932,Female,0.094
Anorexia/Bulima,Chronic Pain,68,0,0.571,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,EMCI,68,139,0.571,0.567,0.77992,0.337,-0.247,0.045,0.013,1,Female,0.005
Anorexia/Bulima,LMCI,68,217,0.571,0.468,0.07159,0.53,-0.018,0.256,0.07,0.1715,Female,0.103
Anorexia/Bulima,MCI,68,245,0.571,0.4,0.0122,0.624,0.082,0.353,0.11,0.0408,Female,0.172
Anorexia/Bulima,MCI-Risk,68,0,0.571,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,MDD,68,3158,0.571,0.49,0.24858,0.385,-0.096,0.145,0.041,0.4384,Female,0.082
Anorexia/Bulima,ND,68,100,0.571,0.253,0.0004,0.953,0.317,0.635,0.184,0.0023,Female,0.318
Anorexia/Bulima,OCD,68,63,0.571,0.492,0.33017,0.517,-0.176,0.17,0.047,0.5365,Female,0.079
Anorexia/Bulima,Other,68,3,0.571,0.741,0.23178,0.451,-1.916,-0.733,-0.199,0.4151,Female,-0.17
Anorexia/Bulima,OTHER,68,54,0.571,0.335,0.0006,1.012,0.272,0.642,0.19,0.0031,Female,0.236
Anorexia/Bulima,Other Psychiatric,68,111,0.571,0.429,0.06279,0.596,-0.015,0.291,0.083,0.1552,Female,0.142
Anorexia/Bulima,PD,68,0,0.571,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,SAD,68,150,0.571,0.463,0.21158,0.471,-0.106,0.182,0.049,0.3868,Female,0.108
Anorexia/Bulima,Schizoaffective Disorder,68,40,0.571,0.301,0.0004,1.142,0.327,0.734,0.198,0.0023,Female,0.27
Anorexia/Bulima,SCZ,68,75,0.571,0.337,0.0004,0.912,0.237,0.575,0.161,0.0023,Female,0.235
Anorexia/Bulima,SCZ-Relative,68,71,0.571,0.268,0.001,0.943,0.257,0.6,0.17,0.0048,Female,0.303
Anorexia/Bulima,SMC,68,59,0.571,0.633,0.26197,0.153,-0.553,-0.2,-0.054,0.4511,Female,-0.062
Anorexia/Bulima,SPECIFIC PHOBIA,68,159,0.571,0.471,0.46775,0.396,-0.176,0.11,0.033,0.7233,Female,0.1
Anxiety/Phobia,ASD,975,365,0.493,0.503,0.83972,0.133,-0.108,0.012,0.004,1,Female,-0.01
Anxiety/Phobia,Attention & Learning difficulty,975,99,0.493,0.197,0.0002,0.985,0.566,0.776,0.217,0.0016,Female,0.295
Anxiety/Phobia,BD,975,80,0.493,0.477,0.92491,0.218,-0.238,-0.01,-0.003,1,Female,0.015
Anxiety/Phobia,Chronic Pain,975,0,0.493,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,EMCI,975,139,0.493,0.567,0.29797,0.085,-0.271,-0.093,-0.026,0.5004,Female,-0.074
Anxiety/Phobia,LMCI,975,217,0.493,0.468,0.14199,0.258,-0.037,0.111,0.031,0.2914,Female,0.025
Anxiety/Phobia,MCI,975,245,0.493,0.4,0.0008,0.386,0.105,0.245,0.071,0.004,Female,0.093
Anxiety/Phobia,MCI-Risk,975,0,0.493,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,MDD,975,3158,0.493,0.49,0.76472,0.082,-0.062,0.01,0.003,1,Female,0.003
Anxiety/Phobia,ND,975,100,0.493,0.253,0.0002,0.72,0.306,0.513,0.146,0.0016,Female,0.239
Anxiety/Phobia,OCD,975,63,0.493,0.492,0.80592,0.285,-0.225,0.03,0.009,1,Female,0.001
Anxiety/Phobia,Other,975,3,0.493,0.741,0.15378,0.291,-1.98,-0.844,-0.238,0.3102,Female,-0.249
Anxiety/Phobia,OTHER,975,54,0.493,0.335,0.0002,0.807,0.256,0.532,0.151,0.0016,Female,0.158
Anxiety/Phobia,Other Psychiatric,975,111,0.493,0.429,0.11819,0.354,-0.04,0.157,0.044,0.2514,Female,0.064
Anxiety/Phobia,PD,975,0,0.493,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,SAD,975,150,0.493,0.463,0.66273,0.21,-0.134,0.038,0.011,0.9652,Female,0.029
Anxiety/Phobia,Schizoaffective Disorder,975,40,0.493,0.301,0.001,0.885,0.25,0.568,0.16,0.0048,Female,0.191
