Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
Other Psychiatric,SMC,111,59,0.474,0.477,0.70033,0.254,-0.382,-0.064,-0.016,0.8625,Female,-0.003
Other Psychiatric,SPECIFIC PHOBIA,111,159,0.474,0.425,0.64054,0.303,-0.184,0.059,0.017,0.816,Female,0.049
PD,SAD,67,150,0.635,0.483,0.001,0.769,0.183,0.476,0.125,0.003,Female,0.151
PD,Schizoaffective Disorder,67,53,0.635,0.236,0.0002,1.629,0.836,1.232,0.298,0.0007,Female,0.399
PD,SCZ,67,315,0.635,0.351,0.0002,0.92,0.383,0.651,0.193,0.0007,Female,0.284
PD,SCZ-Relative,67,138,0.635,0.373,0.0012,0.819,0.224,0.521,0.151,0.0035,Female,0.262
PD,SMC,67,59,0.635,0.477,0.0106,0.821,0.105,0.463,0.114,0.0258,Female,0.158
PD,SPECIFIC PHOBIA,67,159,0.635,0.425,0.0004,0.809,0.227,0.518,0.147,0.0013,Female,0.21
SAD,Schizoaffective Disorder,150,53,0.483,0.236,0.0002,0.998,0.354,0.676,0.173,0.0007,Female,0.248
SAD,SCZ,150,315,0.483,0.351,0.0216,0.426,0.035,0.23,0.067,0.0477,Female,0.132
SAD,SCZ-Relative,150,138,0.483,0.373,0.44116,0.322,-0.143,0.09,0.026,0.612,Female,0.111
SAD,SMC,150,59,0.483,0.477,0.78932,0.259,-0.347,-0.044,-0.011,0.9297,Female,0.007
SAD,SPECIFIC PHOBIA,150,159,0.483,0.425,0.49555,0.301,-0.147,0.077,0.022,0.6701,Female,0.058
Schizoaffective Disorder,SCZ,53,315,0.236,0.351,0.0118,-0.068,-0.654,-0.361,-0.106,0.0286,Female,-0.115
Schizoaffective Disorder,SCZ-Relative,53,138,0.236,0.373,0.0022,-0.196,-0.843,-0.519,-0.147,0.006,Female,-0.137
Schizoaffective Disorder,SMC,53,59,0.236,0.477,0.0002,-0.419,-1.2,-0.809,-0.184,0.0007,Female,-0.241
Schizoaffective Disorder,SPECIFIC PHOBIA,53,159,0.236,0.425,0.0006,-0.226,-0.86,-0.543,-0.151,0.0018,Female,-0.189
SCZ,SCZ-Relative,315,138,0.351,0.373,0.16258,0.064,-0.338,-0.137,-0.042,0.2825,Female,-0.022
SCZ,SMC,315,59,0.351,0.477,0.05879,0.012,-0.548,-0.268,-0.079,0.1159,Female,-0.126
SCZ,SPECIFIC PHOBIA,315,159,0.351,0.425,0.11879,0.04,-0.343,-0.151,-0.045,0.2194,Female,-0.074
SCZ-Relative,SMC,138,59,0.373,0.477,0.39476,0.177,-0.437,-0.13,-0.037,0.5679,Female,-0.104
SCZ-Relative,SPECIFIC PHOBIA,138,159,0.373,0.425,0.92791,0.216,-0.242,-0.013,-0.004,1,Female,-0.052
