Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
ADHD,OTHER,329,56,0.518,0.413,0.12159,0.509,-0.06,0.225,0.066,0.1985,Female,0.105
ADHD,Other Psychiatric,329,111,0.518,0.423,0.20858,0.354,-0.078,0.138,0.039,0.3169,Female,0.094
ADHD,PD,329,67,0.518,0.646,0.0014,-0.181,-0.712,-0.447,-0.127,0.0038,Female,-0.128
ADHD,SAD,329,150,0.518,0.444,0.31137,0.293,-0.095,0.099,0.028,0.4389,Female,0.074
ADHD,Schizoaffective Disorder,329,53,0.518,0.267,0.0012,0.791,0.204,0.498,0.143,0.0034,Female,0.251
ADHD,SCZ,329,315,0.518,0.228,0.0002,0.669,0.355,0.512,0.15,0.0007,Female,0.29
ADHD,SCZ-Relative,329,138,0.518,0.365,0.0176,0.442,0.042,0.242,0.07,0.0353,Female,0.153
ADHD,SMC,329,59,0.518,0.713,0.0002,-0.367,-0.93,-0.649,-0.183,0.0007,Female,-0.196
ADHD,SPECIFIC PHOBIA,329,159,0.518,0.462,0.88311,0.206,-0.174,0.016,0.005,0.9935,Female,0.055
Anorexia/Bulima,Anxiety/Phobia,105,1039,0.481,0.484,0.89391,0.187,-0.214,-0.014,-0.004,0.9992,Female,-0.003
Anorexia/Bulima,ASD,105,381,0.481,0.513,0.40496,0.125,-0.309,-0.092,-0.029,0.5405,Female,-0.031
Anorexia/Bulima,Attention & Learning difficulty,105,99,0.481,0.197,0.0002,0.965,0.397,0.681,0.194,0.0007,Female,0.284
Anorexia/Bulima,BD,105,111,0.481,0.432,0.48075,0.362,-0.175,0.094,0.028,0.6169,Female,0.049
Anorexia/Bulima,Chronic Pain,105,63,0.481,0.363,0.0254,0.676,0.042,0.359,0.108,0.0494,Female,0.119
Anorexia/Bulima,EMCI,105,139,0.481,0.621,0.012,-0.067,-0.58,-0.324,-0.094,0.0252,Female,-0.139
Anorexia/Bulima,LMCI,105,216,0.481,0.313,0.001,0.647,0.174,0.41,0.119,0.0029,Female,0.168
Anorexia/Bulima,MCI,105,253,0.481,0.302,0.0024,0.593,0.133,0.363,0.109,0.0061,Female,0.179
Anorexia/Bulima,MCI-Risk,105,0,0.481,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,MDD,105,3461,0.481,0.481,0.94011,0.185,-0.203,-0.009,-0.003,1,Female,0.001
Anorexia/Bulima,ND,105,100,0.481,0.284,0.0016,0.733,0.174,0.453,0.135,0.0043,Female,0.197
Anorexia/Bulima,OCD,105,74,0.481,0.477,0.9551,0.287,-0.312,-0.012,-0.004,1,Female,0.004
Anorexia/Bulima,Other,105,117,0.481,0.435,0.80732,0.302,-0.228,0.037,0.01,0.9291,Female,0.046
Anorexia/Bulima,OTHER,105,56,0.481,0.413,0.18158,0.548,-0.107,0.221,0.068,0.2833,Female,0.068
Anorexia/Bulima,Other Psychiatric,105,111,0.481,0.423,0.29437,0.414,-0.124,0.145,0.041,0.4183,Female,0.058
Anorexia/Bulima,PD,105,67,0.481,0.646,0.0046,-0.122,-0.746,-0.434,-0.125,0.0104,Female,-0.164
Anorexia/Bulima,SAD,105,150,0.481,0.444,0.40376,0.358,-0.143,0.107,0.03,0.5405,Female,0.037
Anorexia/Bulima,Schizoaffective Disorder,105,53,0.481,0.267,0.0036,0.831,0.157,0.494,0.145,0.0086,Female,0.214
Anorexia/Bulima,SCZ,105,315,0.481,0.228,0.0002,0.734,0.286,0.51,0.152,0.0007,Female,0.253
Anorexia/Bulima,SCZ-Relative,105,138,0.481,0.365,0.06279,0.501,-0.011,0.245,0.072,0.1113,Female,0.117
Anorexia/Bulima,SMC,105,59,0.481,0.713,0.0002,-0.315,-0.973,-0.644,-0.181,0.0007,Female,-0.232
Anorexia/Bulima,SPECIFIC PHOBIA,105,159,0.481,0.462,0.85771,0.27,-0.225,0.023,0.007,0.9743,Female,0.019
Anxiety/Phobia,ASD,1039,381,0.484,0.513,0.15498,0.033,-0.202,-0.085,-0.025,0.2462,Female,-0.029
Anxiety/Phobia,Attention & Learning difficulty,1039,99,0.484,0.197,0.0002,0.901,0.484,0.692,0.198,0.0007,Female,0.287
Anxiety/Phobia,BD,1039,111,0.484,0.432,0.27877,0.306,-0.086,0.11,0.032,0.4016,Female,0.052
Anxiety/Phobia,Chronic Pain,1039,63,0.484,0.363,0.0022,0.643,0.133,0.388,0.112,0.0056,Female,0.121
Anxiety/Phobia,EMCI,1039,139,0.484,0.621,0.0006,-0.136,-0.491,-0.314,-0.09,0.0019,Female,-0.137
Anxiety/Phobia,LMCI,1039,216,0.484,0.313,0.0002,0.575,0.28,0.428,0.123,0.0007,Female,0.171
Anxiety/Phobia,MCI,1039,253,0.484,0.302,0.0002,0.528,0.251,0.39,0.113,0.0007,Female,0.182
Anxiety/Phobia,MCI-Risk,1039,0,0.484,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,MDD,1039,3461,0.484,0.481,0.88991,0.074,-0.064,0.005,0.001,0.998,Female,0.004
Anxiety/Phobia,ND,1039,100,0.484,0.284,0.0002,0.688,0.275,0.481,0.139,0.0007,Female,0.2
Anxiety/Phobia,OCD,1039,74,0.484,0.477,0.9999,0.237,-0.235,0.001,0,1,Female,0.007
Anxiety/Phobia,Other,1039,117,0.484,0.435,0.60314,0.242,-0.141,0.05,0.014,0.7481,Female,0.049
Anxiety/Phobia,OTHER,1039,56,0.484,0.413,0.07379,0.519,-0.02,0.249,0.072,0.127,Female,0.071
Anxiety/Phobia,Other Psychiatric,1039,111,0.484,0.423,0.11319,0.355,-0.037,0.159,0.045,0.1883,Female,0.061
Anxiety/Phobia,PD,1039,67,0.484,0.646,0.0018,-0.176,-0.672,-0.424,-0.121,0.0046,Female,-0.162
Anxiety/Phobia,SAD,1039,150,0.484,0.444,0.16678,0.291,-0.052,0.119,0.034,0.2625,Female,0.04
Anxiety/Phobia,Schizoaffective Disorder,1039,53,0.484,0.267,0.0004,0.797,0.243,0.52,0.149,0.0014,Female,0.217
Anxiety/Phobia,SCZ,1039,315,0.484,0.228,0.0002,0.666,0.411,0.539,0.156,0.0007,Female,0.256
Anxiety/Phobia,SCZ-Relative,1039,138,0.484,0.365,0.0038,0.442,0.085,0.263,0.076,0.009,Female,0.119
Anxiety/Phobia,SMC,1039,59,0.484,0.713,0.0002,-0.357,-0.885,-0.621,-0.177,0.0007,Female,-0.229
Anxiety/Phobia,SPECIFIC PHOBIA,1039,159,0.484,0.462,0.66153,0.204,-0.13,0.037,0.011,0.8035,Female,0.022
ASD,Attention & Learning difficulty,381,99,0.513,0.197,0.0002,0.944,0.491,0.717,0.223,0.0007,Female,0.315
ASD,BD,381,111,0.513,0.432,0.10139,0.393,-0.032,0.18,0.057,0.1695,Female,0.081
ASD,Chronic Pain,381,63,0.513,0.363,0.0018,0.699,0.161,0.43,0.137,0.0046,Female,0.15
ASD,EMCI,381,139,0.513,0.621,0.0334,-0.013,-0.403,-0.208,-0.065,0.063,Female,-0.108
ASD,LMCI,381,216,0.513,0.313,0.0002,0.649,0.31,0.48,0.148,0.0007,Female,0.2
ASD,MCI,381,253,0.513,0.302,0.0002,0.602,0.28,0.441,0.138,0.0007,Female,0.21
ASD,MCI-Risk,381,0,0.513,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ASD,MDD,381,3461,0.513,0.481,0.09239,0.197,-0.014,0.091,0.027,0.1567,Female,0.032
ASD,ND,381,100,0.513,0.284,0.0002,0.742,0.296,0.519,0.164,0.0007,Female,0.229
ASD,OCD,381,74,0.513,0.477,0.52615,0.33,-0.17,0.08,0.025,0.6691,Female,0.035
ASD,Other,381,117,0.513,0.435,0.22698,0.336,-0.08,0.128,0.04,0.339,Female,0.078
ASD,OTHER,381,56,0.513,0.413,0.0372,0.585,0.021,0.303,0.097,0.0694,Female,0.1
ASD,Other Psychiatric,381,111,0.513,0.423,0.0388,0.44,0.015,0.227,0.07,0.072,Female,0.089
ASD,PD,381,67,0.513,0.646,0.0208,-0.046,-0.568,-0.307,-0.096,0.041,Female,-0.133
ASD,SAD,381,150,0.513,0.444,0.0442,0.383,0.003,0.193,0.059,0.0808,Female,0.069
ASD,Schizoaffective Disorder,381,53,0.513,0.267,0.0004,0.842,0.261,0.551,0.174,0.0014,Female,0.246
ASD,SCZ,381,315,0.513,0.228,0.0002,0.736,0.431,0.584,0.181,0.0007,Female,0.285
ASD,SCZ-Relative,381,138,0.513,0.365,0.0012,0.519,0.127,0.323,0.101,0.0034,Female,0.148
ASD,SMC,381,59,0.513,0.713,0.0008,-0.21,-0.764,-0.487,-0.152,0.0024,Female,-0.201
ASD,SPECIFIC PHOBIA,381,159,0.513,0.462,0.22998,0.299,-0.072,0.113,0.036,0.342,Female,0.05
Attention & Learning difficulty,BD,99,111,0.197,0.432,0.0002,-0.315,-0.872,-0.594,-0.166,0.0007,Female,-0.235
Attention & Learning difficulty,Chronic Pain,99,63,0.197,0.363,0.06519,0.015,-0.625,-0.305,-0.086,0.115,Female,-0.165
Attention & Learning difficulty,EMCI,99,139,0.197,0.621,0.0002,-0.765,-1.316,-1.04,-0.288,0.0007,Female,-0.423
Attention & Learning difficulty,LMCI,99,216,0.197,0.313,0.0256,-0.029,-0.509,-0.269,-0.075,0.0494,Female,-0.116
Attention & Learning difficulty,MCI,99,253,0.197,0.302,0.0144,-0.056,-0.524,-0.29,-0.085,0.0299,Female,-0.105
Attention & Learning difficulty,MCI-Risk,99,0,0.197,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Attention & Learning difficulty,MDD,99,3461,0.197,0.481,0.0002,-0.485,-0.886,-0.685,-0.196,0.0007,Female,-0.283
Attention & Learning difficulty,ND,99,100,0.197,0.284,0.14199,0.07,-0.491,-0.211,-0.059,0.2276,Female,-0.086
Attention & Learning difficulty,OCD,99,74,0.197,0.477,0.0002,-0.391,-1.016,-0.703,-0.197,0.0007,Female,-0.28
Attention & Learning difficulty,Other,99,117,0.197,0.435,0.0002,-0.407,-0.961,-0.684,-0.183,0.0007,Female,-0.238
Attention & Learning difficulty,OTHER,99,56,0.197,0.413,0.0156,-0.099,-0.767,-0.433,-0.126,0.0318,Female,-0.216
Attention & Learning difficulty,Other Psychiatric,99,111,0.197,0.423,0.0006,-0.287,-0.843,-0.565,-0.152,0.0019,Female,-0.226
Attention & Learning difficulty,PD,99,67,0.197,0.646,0.0002,-0.849,-1.525,-1.187,-0.319,0.0007,Female,-0.448
Attention & Learning difficulty,SAD,99,150,0.197,0.444,0.0002,-0.357,-0.878,-0.618,-0.164,0.0007,Female,-0.247
Attention & Learning difficulty,Schizoaffective Disorder,99,53,0.197,0.267,0.29817,0.16,-0.514,-0.177,-0.048,0.422,Female,-0.07
Attention & Learning difficulty,SCZ,99,315,0.197,0.228,0.21538,0.083,-0.37,-0.143,-0.042,0.3245,Female,-0.031
Attention & Learning difficulty,SCZ-Relative,99,138,0.197,0.365,0.0008,-0.175,-0.7,-0.437,-0.122,0.0024,Female,-0.167
Attention & Learning difficulty,SMC,99,59,0.197,0.713,0.0002,-1.083,-1.808,-1.445,-0.375,0.0007,Female,-0.516
Attention & Learning difficulty,SPECIFIC PHOBIA,99,159,0.197,0.462,0.0002,-0.381,-0.897,-0.639,-0.187,0.0007,Female,-0.265
BD,Chronic Pain,111,63,0.432,0.363,0.08659,0.585,-0.04,0.272,0.08,0.1475,Female,0.069
BD,EMCI,111,139,0.432,0.621,0.0008,-0.171,-0.678,-0.425,-0.121,0.0024,Female,-0.189
BD,LMCI,111,216,0.432,0.313,0.0062,0.549,0.087,0.318,0.091,0.0138,Female,0.119
BD,MCI,111,253,0.432,0.302,0.0194,0.498,0.049,0.274,0.081,0.0385,Female,0.13
BD,MCI-Risk,111,0,0.432,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
BD,MDD,111,3461,0.432,0.481,0.27497,0.084,-0.294,-0.105,-0.03,0.3988,Female,-0.049
BD,ND,111,100,0.432,0.284,0.0084,0.641,0.092,0.367,0.107,0.0183,Female,0.148
BD,OCD,111,74,0.432,0.477,0.47095,0.19,-0.403,-0.107,-0.031,0.61,Female,-0.045
BD,Other,111,117,0.432,0.435,0.63794,0.2,-0.323,-0.062,-0.017,0.7857,Female,-0.003
BD,OTHER,111,56,0.432,0.413,0.39556,0.458,-0.19,0.134,0.041,0.5352,Female,0.019
BD,Other Psychiatric,111,111,0.432,0.423,0.70353,0.314,-0.215,0.049,0.014,0.8486,Female,0.009
BD,PD,111,67,0.432,0.646,0.0014,-0.23,-0.851,-0.541,-0.153,0.0038,Female,-0.214
BD,SAD,111,150,0.432,0.444,0.94931,0.255,-0.238,0.009,0.002,1,Female,-0.012
BD,Schizoaffective Disorder,111,53,0.432,0.267,0.0192,0.742,0.076,0.409,0.118,0.0383,Female,0.165
BD,SCZ,111,315,0.432,0.228,0.0006,0.64,0.202,0.421,0.125,0.0019,Female,0.204
BD,SCZ-Relative,111,138,0.432,0.365,0.23878,0.405,-0.098,0.153,0.044,0.3521,Female,0.067
BD,SMC,111,59,0.432,0.713,0.0002,-0.43,-1.087,-0.758,-0.209,0.0007,Female,-0.281
BD,SPECIFIC PHOBIA,111,159,0.432,0.462,0.57254,0.174,-0.313,-0.069,-0.021,0.7172,Female,-0.03
Chronic Pain,EMCI,63,139,0.363,0.621,0.0004,-0.391,-1.006,-0.698,-0.202,0.0014,Female,-0.258
Chronic Pain,LMCI,63,216,0.363,0.313,0.79972,0.32,-0.244,0.038,0.011,0.9234,Female,0.05
Chronic Pain,MCI,63,253,0.363,0.302,0.9745,0.281,-0.273,0.004,0.001,1,Female,0.06
Chronic Pain,MCI-Risk,63,0,0.363,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Chronic Pain,MDD,63,3461,0.363,0.481,0.0026,-0.135,-0.634,-0.384,-0.11,0.0065,Female,-0.118
Chronic Pain,ND,63,100,0.363,0.284,0.56994,0.408,-0.228,0.09,0.027,0.717,Female,0.079
Chronic Pain,OCD,63,74,0.363,0.477,0.0314,-0.03,-0.714,-0.372,-0.112,0.0596,Female,-0.115
Chronic Pain,Other,63,117,0.363,0.435,0.0246,-0.037,-0.658,-0.347,-0.097,0.0482,Female,-0.072
Chronic Pain,OTHER,63,56,0.363,0.413,0.48155,0.238,-0.491,-0.127,-0.04,0.6169,Female,-0.05
Chronic Pain,Other Psychiatric,63,111,0.363,0.423,0.14699,0.078,-0.547,-0.235,-0.066,0.2345,Female,-0.061
Chronic Pain,PD,63,67,0.363,0.646,0.0004,-0.453,-1.176,-0.815,-0.233,0.0014,Female,-0.283
Chronic Pain,SAD,63,150,0.363,0.444,0.05879,0.014,-0.58,-0.283,-0.078,0.1048,Female,-0.081
Chronic Pain,Schizoaffective Disorder,63,53,0.363,0.267,0.48055,0.497,-0.242,0.128,0.037,0.6169,Female,0.096
Chronic Pain,SCZ,63,315,0.363,0.228,0.27917,0.42,-0.123,0.148,0.044,0.4016,Female,0.135
Chronic Pain,SCZ-Relative,63,138,0.363,0.365,0.42136,0.176,-0.424,-0.124,-0.036,0.556,Female,-0.002
Chronic Pain,SMC,63,59,0.363,0.713,0.0002,-0.665,-1.43,-1.048,-0.289,0.0007,Female,-0.35
Chronic Pain,SPECIFIC PHOBIA,63,159,0.363,0.462,0.0256,-0.036,-0.626,-0.331,-0.101,0.0494,Female,-0.1
EMCI,LMCI,139,216,0.621,0.313,0.0002,0.971,0.529,0.75,0.213,0.0007,Female,0.308
EMCI,MCI,139,253,0.621,0.302,0.0002,0.902,0.476,0.689,0.203,0.0007,Female,0.318
EMCI,MCI-Risk,139,0,0.621,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
EMCI,MDD,139,3461,0.621,0.481,0.0004,0.488,0.149,0.318,0.091,0.0014,Female,0.14
EMCI,ND,139,100,0.621,0.284,0.0002,1.063,0.527,0.795,0.228,0.0007,Female,0.337
EMCI,OCD,139,74,0.621,0.477,0.0286,0.599,0.028,0.314,0.09,0.0546,Female,0.143
EMCI,Other,139,117,0.621,0.435,0.0044,0.627,0.129,0.378,0.104,0.0102,Female,0.186
EMCI,OTHER,139,56,0.621,0.413,0.0008,0.865,0.232,0.549,0.162,0.0024,Female,0.208
EMCI,Other Psychiatric,139,111,0.621,0.423,0.0006,0.742,0.233,0.487,0.135,0.0019,Female,0.197
EMCI,PD,139,67,0.621,0.646,0.44736,0.18,-0.407,-0.113,-0.031,0.5859,Female,-0.025
EMCI,SAD,139,150,0.621,0.444,0.0002,0.689,0.219,0.454,0.124,0.0007,Female,0.177
EMCI,Schizoaffective Disorder,139,53,0.621,0.267,0.0002,1.176,0.516,0.846,0.239,0.0007,Female,0.354
EMCI,SCZ,139,315,0.621,0.228,0.0002,1.047,0.632,0.839,0.246,0.0007,Female,0.393
