Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
MDD,SMC,1746,44,0.576,0.462,0.11879,0.532,-0.067,0.232,0.065,0.2024,Male,0.114
MDD,SPECIFIC PHOBIA,1746,55,0.576,0.459,0.0426,0.549,0.012,0.28,0.078,0.0879,Male,0.117
ND,OCD,74,84,0.824,0.613,0.0002,0.956,0.31,0.633,0.178,0.0007,Male,0.211
ND,Other,74,39,0.824,0.511,0.0002,1.31,0.49,0.9,0.251,0.0007,Male,0.313
ND,OTHER,74,43,0.824,0.818,0.66753,0.295,-0.465,-0.085,-0.021,0.8356,Male,0.006
ND,Other Psychiatric,74,142,0.824,0.41,0.0002,1.159,0.57,0.864,0.257,0.0007,Male,0.414
ND,PD,74,136,0.824,0.608,0.0002,0.881,0.301,0.591,0.165,0.0007,Male,0.216
ND,SAD,74,155,0.824,0.582,0.0002,0.881,0.314,0.597,0.166,0.0007,Male,0.242
ND,Schizoaffective Disorder,74,56,0.824,0.662,0.0088,0.822,0.111,0.466,0.131,0.0209,Male,0.162
ND,SCZ,74,709,0.824,0.601,0.0002,0.789,0.307,0.548,0.159,0.0007,Male,0.223
ND,SCZ-Relative,74,66,0.824,0.528,0.0002,1.109,0.415,0.762,0.213,0.0007,Male,0.296
ND,SMC,74,44,0.824,0.462,0.0004,1.29,0.501,0.895,0.244,0.0012,Male,0.362
ND,SPECIFIC PHOBIA,74,55,0.824,0.459,0.0002,1.332,0.589,0.961,0.257,0.0007,Male,0.365
OCD,Other,84,39,0.613,0.511,0.20078,0.632,-0.138,0.247,0.073,0.3189,Male,0.102
OCD,OTHER,84,43,0.613,0.818,0.0006,-0.343,-1.106,-0.724,-0.199,0.0018,Male,-0.205
OCD,Other Psychiatric,84,142,0.613,0.41,0.06839,0.53,-0.014,0.258,0.079,0.1284,Male,0.202
OCD,PD,84,136,0.613,0.608,0.75792,0.231,-0.316,-0.043,-0.012,0.9087,Male,0.004
OCD,SAD,84,155,0.613,0.582,0.76472,0.226,-0.308,-0.041,-0.012,0.913,Male,0.03
OCD,Schizoaffective Disorder,84,56,0.613,0.662,0.34757,0.182,-0.501,-0.16,-0.047,0.5169,Male,-0.049
OCD,SCZ,84,709,0.613,0.601,0.58234,0.163,-0.29,-0.063,-0.019,0.7599,Male,0.011
OCD,SCZ-Relative,84,66,0.613,0.528,0.46795,0.444,-0.207,0.118,0.035,0.6416,Male,0.084
OCD,SMC,84,44,0.613,0.462,0.21498,0.596,-0.142,0.227,0.066,0.3384,Male,0.151
