Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
ABNORMAL VENTRICAL,SCZ-Relative,73,138,0.442,0.354,0.09759,0.529,-0.043,0.243,0.072,0.1775,Female,0.088
ABNORMAL VENTRICAL,SMC,73,59,0.442,0.585,0.09699,0.056,-0.641,-0.293,-0.08,0.1775,Female,-0.143
ABNORMAL VENTRICAL,SPECIFIC PHOBIA,73,159,0.442,0.45,0.83672,0.31,-0.248,0.031,0.01,0.9922,Female,-0.008
AD,ADHD,529,329,0.229,0.46,0.0002,-0.41,-0.69,-0.55,-0.162,0.0009,Female,-0.231
AD,Anorexia/Bulima,529,105,0.229,0.519,0.0002,-0.327,-0.751,-0.539,-0.157,0.0009,Female,-0.29
AD,Anxiety/Phobia,529,1039,0.229,0.486,0.0002,-0.438,-0.651,-0.545,-0.156,0.0009,Female,-0.257
AD,ASD,529,381,0.229,0.486,0.0002,-0.438,-0.707,-0.573,-0.175,0.0009,Female,-0.257
AD,Attention & Learning difficulty,529,99,0.229,0.192,0.22738,0.348,-0.082,0.133,0.039,0.3712,Female,0.037
AD,BD,529,111,0.229,0.442,0.0002,-0.279,-0.692,-0.486,-0.141,0.0009,Female,-0.213
AD,Chronic Pain,529,63,0.229,0.413,0.0166,-0.066,-0.59,-0.328,-0.097,0.0428,Female,-0.184
AD,EMCI,529,139,0.229,0.479,0.0002,-0.392,-0.772,-0.582,-0.169,0.0009,Female,-0.25
AD,LMCI,529,216,0.229,0.394,0.0002,-0.146,-0.465,-0.305,-0.088,0.0009,Female,-0.165
AD,MCI,529,253,0.229,0.406,0.0002,-0.205,-0.507,-0.356,-0.108,0.0009,Female,-0.177
AD,MCI-Risk,529,0,0.229,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
AD,MDD,529,3461,0.229,0.485,0.0002,-0.465,-0.65,-0.558,-0.16,0.0009,Female,-0.256
AD,ND,529,100,0.229,0.205,0.31437,0.326,-0.103,0.111,0.032,0.484,Female,0.024
AD,OCD,529,74,0.229,0.486,0.0002,-0.303,-0.795,-0.549,-0.16,0.0009,Female,-0.257
AD,Other,529,117,0.229,0.476,0.0002,-0.34,-0.745,-0.543,-0.157,0.0009,Female,-0.247
AD,OTHER,529,56,0.229,0.289,0.87371,0.3,-0.252,0.024,0.007,1,Female,-0.06
AD,Other Psychiatric,529,111,0.229,0.403,0.001,-0.167,-0.579,-0.373,-0.108,0.0037,Female,-0.174
AD,PD,529,67,0.229,0.601,0.0002,-0.587,-1.106,-0.846,-0.245,0.0009,Female,-0.372
AD,SAD,529,150,0.229,0.444,0.0002,-0.302,-0.669,-0.486,-0.14,0.0009,Female,-0.215
AD,Schizoaffective Disorder,529,53,0.229,0.316,0.92551,0.272,-0.294,-0.011,-0.003,1,Female,-0.087
AD,SCZ,529,315,0.229,0.297,0.12319,0.031,-0.248,-0.108,-0.032,0.2151,Female,-0.068
AD,SCZ-Relative,529,138,0.229,0.354,0.0032,-0.087,-0.463,-0.275,-0.081,0.0099,Female,-0.125
AD,SMC,529,59,0.229,0.585,0.0002,-0.533,-1.08,-0.806,-0.232,0.0009,Female,-0.356
AD,SPECIFIC PHOBIA,529,159,0.229,0.45,0.0002,-0.301,-0.659,-0.48,-0.143,0.0009,Female,-0.221
ADHD,Anorexia/Bulima,329,105,0.46,0.519,0.90391,0.236,-0.205,0.015,0.004,1,Female,-0.059
ADHD,Anxiety/Phobia,329,1039,0.46,0.486,0.75652,0.145,-0.104,0.021,0.006,0.9317,Female,-0.026
ADHD,ASD,329,381,0.46,0.486,0.56974,0.105,-0.191,-0.043,-0.013,0.7781,Female,-0.026
ADHD,Attention & Learning difficulty,329,99,0.46,0.192,0.0002,0.921,0.461,0.691,0.201,0.0009,Female,0.267
ADHD,BD,329,111,0.46,0.442,0.51835,0.286,-0.146,0.07,0.02,0.7191,Female,0.018
ADHD,Chronic Pain,329,63,0.46,0.413,0.11619,0.49,-0.052,0.219,0.065,0.2039,Female,0.047
ADHD,EMCI,329,139,0.46,0.479,0.83372,0.175,-0.222,-0.024,-0.007,0.992,Female,-0.019
ADHD,LMCI,329,216,0.46,0.394,0.0034,0.427,0.081,0.254,0.074,0.0103,Female,0.066
ADHD,MCI,329,253,0.46,0.406,0.0366,0.341,0.012,0.177,0.054,0.0834,Female,0.054
ADHD,MCI-Risk,329,0,0.46,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,MDD,329,3461,0.46,0.485,0.91871,0.12,-0.107,0.007,0.002,1,Female,-0.025
ADHD,ND,329,100,0.46,0.205,0.0002,0.895,0.437,0.666,0.194,0.0009,Female,0.255
ADHD,OCD,329,74,0.46,0.486,0.9555,0.259,-0.247,0.006,0.002,1,Female,-0.026
ADHD,Other,329,117,0.46,0.476,0.86451,0.229,-0.194,0.018,0.005,1,Female,-0.016
ADHD,OTHER,329,56,0.46,0.289,0.0002,0.857,0.283,0.57,0.169,0.0009,Female,0.171
ADHD,Other Psychiatric,329,111,0.46,0.403,0.08799,0.401,-0.031,0.185,0.054,0.1669,Female,0.057
ADHD,PD,329,67,0.46,0.601,0.0366,-0.023,-0.552,-0.288,-0.083,0.0834,Female,-0.141
ADHD,SAD,329,150,0.46,0.444,0.44776,0.269,-0.118,0.076,0.022,0.6441,Female,0.016
ADHD,Schizoaffective Disorder,329,53,0.46,0.316,0.0004,0.837,0.25,0.544,0.159,0.0017,Female,0.144
ADHD,SCZ,329,315,0.46,0.297,0.0002,0.598,0.284,0.441,0.13,0.0009,Female,0.163
